cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico
PER_01511,personal,99,45,39888.81,61313.63,442.11,337.75,34,9,11,4,0.083,0.876,0.175,0.024,0.194,0.228,50,personal_tradicional
PER_01567,personal,52,134,38626.64,44296.88,895.91,823.72,37,3,3,2,0.115,0.853,0.312,0.17,0.092,0.274,29,personal_tradicional
PER_02737,personal,49,63,45171.87,47962.12,992.03,867.36,34,5,4,1,0.47,0.451,0.021,0.241,0.259,0.395,24,personal_tradicional
PER_01478,personal,72,144,63422.25,69935.04,855.01,652.62,21,6,2,6,0.191,0.806,0.245,0.066,0.113,0.187,43,personal_tradicional
PER_02703,personal,47,60,23733.55,27171.55,437.38,298.91,30,9,3,1,0.517,0.437,0.092,0.116,0.143,0.198,46,personal_tradicional
PER_01174,personal,44,51,24382.25,33962.41,654.6,554.51,39,8,3,3,0.388,0.583,0.39,0.078,0.189,0.294,51,personal_tradicional
PER_00652,personal,118,84,123474.84,174894.81,898.82,724.05,39,11,11,8,0.674,0.321,0.095,0.373,0.2,0.19,49,personal_tradicional
PER_02910,personal,86,90,44760.7,55360.72,457.55,317.93,50,4,4,2,0.189,0.748,0.451,0.177,0.225,0.146,70,personal_tradicional
PER_02664,personal,59,47,65871.13,79206.64,1228.3,1037.58,29,13,3,1,0.153,0.768,0.086,0.046,0.163,0.316,42,personal_tradicional
PEL_00206,personal,69,137,24366.38,33290.18,345.84,287.02,49,10,3,3,0.062,0.863,0.202,0.15,0.176,0.266,45,personal_comportamiento_empresarial_latente
PER_03022,personal,47,41,39981.11,64424.99,915.42,817.99,35,6,3,2,0.283,0.645,0.093,0.056,0.371,0.682,23,personal_tradicional
PEL_00165,personal,38,89,28008.28,42531.23,797.91,668.64,47,5,1,2,0.16,0.761,0.458,0.119,0.376,0.075,95,personal_comportamiento_empresarial_latente
PER_02423,personal,68,23,18614.89,20724.2,326.94,293.42,24,6,6,5,0.295,0.676,0.296,0.31,0.11,0.447,69,personal_tradicional
PER_02250,personal,41,44,33441.76,44097.76,897.61,765.54,42,9,3,2,0.447,0.496,0.078,0.123,0.182,0.226,15,personal_tradicional
PER_02074,personal,51,17,34135.64,35490.63,614.12,437.13,43,4,1,2,0.448,0.512,0.458,0.315,0.445,0.169,3,personal_tradicional
PER_01863,personal,123,77,47876.08,54451.85,448.88,386.43,7,9,15,3,0.184,0.761,0.56,0.206,0.221,0.251,55,personal_tradicional
PER_00169,personal,49,77,37458.05,54863.86,822.47,697.21,53,11,2,3,0.477,0.515,0.106,0.121,0.43,0.088,30,personal_tradicional
PER_02917,personal,68,149,77765.24,104185.76,1183.29,808.3,43,9,5,2,0.28,0.646,0.162,0.432,0.333,0.24,3,personal_tradicional
PER_01749,personal,74,34,43062.54,49629.71,530.12,455.98,39,5,5,3,0.239,0.741,0.091,0.421,0.161,0.512,68,personal_tradicional
PEL_00169,personal,86,61,20800.03,26727.65,264.14,215.21,25,8,11,1,0.045,0.928,0.358,0.279,0.45,0.085,4,personal_comportamiento_empresarial_latente
PER_01129,personal,23,96,16207.89,26148.77,738.11,636.09,52,9,2,1,0.025,0.925,0.196,0.208,0.17,0.097,26,personal_tradicional
PER_00804,personal,77,85,59871.28,74045.33,825.41,678.54,44,2,5,5,0.245,0.683,0.259,0.126,0.031,0.14,20,personal_tradicional
PER_02863,personal,26,132,13367.86,17546.26,500.77,357.63,66,4,1,1,0.179,0.792,0.354,0.3,0.276,0.121,74,personal_tradicional
PER_00963,personal,52,155,12544.52,17882.79,289.27,204.72,15,7,5,1,0.339,0.642,0.081,0.344,0.359,0.083,50,personal_tradicional
PER_00946,personal,67,95,52033.24,77297.06,700.9,591.58,43,13,2,3,0.435,0.515,0.033,0.073,0.051,0.213,63,personal_tradicional
PER_00463,personal,50,98,19678.76,31975.55,423.68,362.07,25,10,4,1,0.128,0.837,0.112,0.086,0.254,0.314,38,personal_tradicional
PER_01826,personal,35,125,31268.99,47075.61,838.82,661.55,52,9,4,1,0.466,0.472,0.305,0.169,0.28,0.196,54,personal_tradicional
PER_02217,personal,29,57,17884.41,21908.41,539.94,447.14,38,11,3,2,0.282,0.686,0.55,0.061,0.32,0.221,33,personal_tradicional
PER_01980,personal,128,107,42049.86,62162.7,394.54,307.32,23,12,9,7,0.17,0.782,0.078,0.266,0.154,0.022,18,personal_tradicional
PER_02380,personal,24,143,14551.59,15119.52,706.2,508.0,30,12,2,1,0.443,0.494,0.345,0.298,0.406,0.042,3,personal_tradicional
PER_01106,personal,94,100,40184.21,52358.92,494.25,432.07,56,11,11,5,0.174,0.805,0.093,0.105,0.17,0.046,60,personal_tradicional
PEL_00374,personal,69,107,53510.59,86643.32,678.83,562.41,48,4,2,5,0.521,0.449,0.103,0.046,0.208,0.07,56,personal_comportamiento_empresarial_latente
PER_01778,personal,96,80,88641.43,131304.12,904.04,680.82,28,6,11,5,0.607,0.334,0.269,0.152,0.415,0.316,23,personal_tradicional
PER_02611,personal,158,104,155608.91,163745.96,1002.82,805.71,16,9,20,3,0.59,0.37,0.273,0.084,0.07,0.113,60,personal_tradicional
PER_00220,personal,41,103,44310.58,50599.43,1000.42,731.71,53,9,2,3,0.063,0.885,0.484,0.082,0.028,0.414,55,personal_tradicional
PER_00368,personal,212,96,163052.95,273362.41,691.26,478.56,31,3,9,5,0.306,0.643,0.099,0.159,0.162,0.278,31,personal_tradicional
PEL_00160,personal,88,100,58764.08,80279.56,597.78,481.06,37,11,10,3,0.232,0.75,0.345,0.057,0.345,0.206,38,personal_comportamiento_empresarial_latente
PEL_00384,personal,57,103,41919.66,61151.95,689.82,577.52,35,6,7,1,0.103,0.868,0.201,0.241,0.205,0.02,4,personal_comportamiento_empresarial_latente
PER_00550,personal,120,134,47391.23,76859.85,372.83,306.37,6,8,12,10,0.315,0.645,0.311,0.062,0.087,0.153,48,personal_tradicional
PER_03038,personal,40,94,6464.32,7578.82,156.91,143.9,29,7,5,3,0.677,0.279,0.035,0.039,0.243,0.15,59,personal_tradicional
PER_02504,personal,100,163,64190.78,106952.06,604.18,467.29,47,11,9,3,0.067,0.873,0.123,0.046,0.143,0.117,51,personal_tradicional
PER_01802,personal,36,132,22246.44,29569.43,573.95,471.27,27,10,4,2,0.236,0.74,0.349,0.228,0.099,0.125,71,personal_tradicional
PER_00352,personal,108,118,52619.6,72976.03,478.1,327.76,31,12,2,7,0.411,0.519,0.506,0.028,0.213,0.068,55,personal_tradicional
PER_01353,personal,46,146,58869.91,70867.99,1137.12,1018.74,19,11,4,3,0.2,0.737,0.097,0.346,0.054,0.183,53,personal_tradicional
PER_00773,personal,30,68,15139.12,20788.3,569.48,440.09,5,10,3,1,0.207,0.774,0.378,0.199,0.14,0.099,17,personal_tradicional
PEL_00257,personal,45,69,33320.56,54807.5,703.72,603.73,28,9,1,2,0.558,0.406,0.497,0.121,0.153,0.162,18,personal_comportamiento_empresarial_latente
PER_02237,personal,76,133,37541.88,40276.99,485.9,427.49,42,5,9,1,0.175,0.803,0.211,0.307,0.247,0.051,50,personal_tradicional
PER_00491,personal,66,126,23619.76,39032.74,342.76,268.57,23,9,5,3,0.369,0.565,0.464,0.418,0.193,0.287,82,personal_tradicional
PEL_00057,personal,121,153,232891.65,253807.09,1722.27,1541.65,9,7,6,6,0.382,0.544,0.407,0.308,0.063,0.132,15,personal_comportamiento_empresarial_latente
PER_02762,personal,67,155,44462.62,69192.73,608.52,432.96,43,12,2,1,0.348,0.647,0.165,0.18,0.154,0.199,27,personal_tradicional
PER_00499,personal,24,138,26616.27,27731.99,1160.5,976.59,41,9,3,1,0.101,0.869,0.208,0.156,0.218,0.02,61,personal_tradicional
PER_02286,personal,74,79,39114.47,54083.47,529.07,411.8,15,8,8,2,0.405,0.537,0.309,0.286,0.146,0.152,33,personal_tradicional
PER_00211,personal,55,107,57180.38,75672.08,960.57,754.71,32,6,3,2,0.658,0.304,0.563,0.258,0.101,0.08,33,personal_tradicional
PER_01176,personal,117,92,44554.77,70874.11,459.21,340.12,37,13,8,3,0.347,0.632,0.137,0.259,0.195,0.348,48,personal_tradicional
PER_00436,personal,67,101,21875.47,24030.78,296.92,205.79,25,9,9,4,0.308,0.643,0.152,0.07,0.164,0.098,22,personal_tradicional
PER_00651,personal,51,100,20524.19,27784.69,399.57,360.14,27,7,5,2,0.155,0.797,0.126,0.026,0.349,0.252,39,personal_tradicional
PER_00228,personal,91,56,36668.29,46767.6,406.94,324.46,28,9,6,7,0.199,0.726,0.265,0.18,0.322,0.202,57,personal_tradicional
PER_00366,personal,23,85,32256.71,47514.12,1587.72,1128.4,34,7,1,1,0.161,0.763,0.25,0.167,0.32,0.238,15,personal_tradicional
PEL_00227,personal,47,76,19710.61,27193.04,362.55,309.38,34,8,4,3,0.293,0.653,0.209,0.397,0.27,0.107,26,personal_comportamiento_empresarial_latente
PER_00277,personal,77,80,61648.97,63367.82,888.57,670.12,5,9,5,2,0.244,0.741,0.166,0.531,0.199,0.253,30,personal_tradicional
PER_02331,personal,81,70,47744.94,61105.48,664.76,470.21,32,9,5,1,0.346,0.635,0.091,0.157,0.108,0.142,89,personal_tradicional
PER_01316,personal,109,15,29037.49,37872.79,309.12,263.77,27,8,13,4,0.354,0.61,0.106,0.275,0.39,0.184,3,personal_tradicional
PER_00408,personal,95,69,190557.24,292926.31,1971.08,1468.92,31,8,9,3,0.346,0.646,0.143,0.108,0.199,0.28,18,personal_tradicional
PER_01139,personal,20,134,48703.25,79077.75,2104.51,1860.0,36,12,1,2,0.11,0.818,0.272,0.359,0.083,0.423,65,personal_tradicional
PER_01378,personal,96,80,103314.49,120689.54,928.81,804.59,50,5,12,7,0.369,0.606,0.109,0.091,0.02,0.122,3,personal_tradicional
PER_00845,personal,32,159,19239.38,30707.18,632.23,493.77,28,4,2,0,0.593,0.348,0.283,0.336,0.35,0.194,42,personal_tradicional
PER_01738,personal,55,70,39900.61,45442.24,716.71,612.89,19,4,5,1,0.653,0.334,0.089,0.115,0.45,0.244,47,personal_tradicional
PER_02119,personal,36,95,20519.02,31904.32,684.75,575.12,24,8,2,2,0.176,0.77,0.133,0.131,0.094,0.473,48,personal_tradicional
PER_01671,personal,61,55,72958.44,86405.68,1118.49,988.21,48,9,2,1,0.157,0.803,0.435,0.152,0.118,0.237,51,personal_tradicional
PER_01908,personal,37,88,27146.08,34060.58,845.53,698.33,32,7,4,3,0.343,0.635,0.257,0.097,0.033,0.204,34,personal_tradicional
PER_01593,personal,120,72,85299.53,109042.35,602.58,535.77,34,7,7,6,0.307,0.659,0.095,0.138,0.386,0.156,17,personal_tradicional
PER_02556,personal,72,129,58961.24,62333.91,766.25,522.04,32,12,8,3,0.108,0.865,0.281,0.166,0.242,0.447,39,personal_tradicional
PER_01135,personal,57,76,45979.66,60115.71,892.42,682.9,24,7,6,3,0.14,0.798,0.196,0.11,0.05,0.196,35,personal_tradicional
PEL_00249,personal,51,94,46691.55,60234.26,796.65,652.08,45,6,4,4,0.221,0.706,0.344,0.072,0.167,0.089,46,personal_comportamiento_empresarial_latente
PER_01259,personal,42,65,23602.29,37311.1,490.03,428.52,19,3,3,2,0.208,0.752,0.305,0.107,0.215,0.144,73,personal_tradicional
PER_01868,personal,29,115,16415.31,20365.46,590.5,413.45,22,7,1,2,0.582,0.379,0.049,0.115,0.135,0.329,39,personal_tradicional
PER_00945,personal,88,75,39969.14,62374.32,505.21,352.61,37,10,11,7,0.14,0.848,0.362,0.085,0.122,0.623,69,personal_tradicional
PER_00200,personal,24,134,7207.18,8160.04,264.67,224.83,47,7,3,1,0.674,0.253,0.163,0.245,0.281,0.326,76,personal_tradicional
PER_02671,personal,69,97,16823.17,23137.69,247.81,226.17,17,12,2,4,0.724,0.25,0.508,0.143,0.235,0.155,64,personal_tradicional
PER_01254,personal,26,70,11162.16,14275.54,445.93,333.41,21,12,2,2,0.31,0.671,0.136,0.134,0.164,0.266,27,personal_tradicional
PER_00802,personal,107,76,45196.93,63264.45,450.83,315.1,42,8,9,3,0.262,0.714,0.137,0.231,0.278,0.256,33,personal_tradicional
PER_02113,personal,40,141,45963.08,52942.94,1068.91,833.3,26,8,4,3,0.533,0.451,0.093,0.115,0.199,0.646,25,personal_tradicional
PER_01375,personal,12,50,14428.01,23366.08,1159.66,828.83,13,8,1,1,0.356,0.577,0.225,0.311,0.069,0.298,45,personal_tradicional
PER_02766,personal,54,58,28563.64,33285.04,449.06,400.41,27,10,3,4,0.82,0.126,0.452,0.237,0.09,0.122,16,personal_tradicional
PER_00232,personal,98,181,131435.58,216525.45,1264.94,1068.18,5,6,8,6,0.608,0.339,0.416,0.309,0.242,0.254,29,personal_tradicional
PER_01107,personal,115,108,33234.4,40472.59,311.97,223.33,54,9,14,8,0.482,0.516,0.191,0.269,0.18,0.369,15,personal_tradicional
PER_01792,personal,125,105,107026.27,178927.75,784.27,666.01,27,5,16,4,0.433,0.559,0.427,0.123,0.125,0.096,5,personal_tradicional
PER_01873,personal,107,77,38077.8,41274.63,368.59,255.15,27,6,3,5,0.259,0.703,0.689,0.147,0.206,0.176,37,personal_tradicional
PER_01910,personal,27,103,22398.49,31989.64,902.68,710.32,27,6,3,1,0.434,0.545,0.574,0.16,0.051,0.276,49,personal_tradicional
PER_02727,personal,44,149,31486.96,36017.54,763.58,611.25,32,9,2,2,0.155,0.77,0.292,0.159,0.131,0.201,8,personal_tradicional
PER_01264,personal,106,69,52483.04,57535.66,529.56,373.21,52,8,6,6,0.738,0.189,0.406,0.24,0.307,0.324,51,personal_tradicional
PEL_00261,personal,41,109,14026.54,16425.03,297.89,225.72,27,8,2,3,0.431,0.493,0.264,0.115,0.182,0.052,57,personal_comportamiento_empresarial_latente
PER_01930,personal,63,156,34628.88,54861.1,609.98,439.96,45,14,7,4,0.242,0.701,0.208,0.322,0.051,0.166,28,personal_tradicional
PER_01897,personal,67,117,40922.38,50831.52,579.53,413.33,23,10,6,2,0.514,0.408,0.108,0.091,0.247,0.128,3,personal_tradicional
PER_00105,personal,116,69,124223.05,174301.08,1282.95,897.24,26,12,3,5,0.511,0.452,0.09,0.27,0.242,0.425,25,personal_tradicional
PER_02607,personal,99,67,66281.3,102302.84,734.03,568.9,23,6,12,2,0.46,0.507,0.429,0.125,0.061,0.06,20,personal_tradicional
PER_01437,personal,72,184,61510.7,70044.82,852.71,742.93,34,12,8,4,0.321,0.647,0.432,0.366,0.45,0.191,52,personal_tradicional
PER_02933,personal,108,105,77748.84,127700.91,697.15,503.82,18,10,12,3,0.397,0.581,0.236,0.296,0.342,0.383,42,personal_tradicional
PER_02896,personal,84,149,102099.67,130740.21,1147.37,1038.7,23,6,5,3,0.563,0.405,0.272,0.034,0.112,0.257,81,personal_tradicional
PER_01508,personal,54,126,32869.4,51632.27,637.11,502.24,25,10,5,4,0.159,0.791,0.665,0.11,0.39,0.319,32,personal_tradicional
PER_01269,personal,49,61,17704.99,27840.86,421.47,335.24,14,7,6,3,0.468,0.49,0.146,0.053,0.45,0.284,46,personal_tradicional
PER_01182,personal,141,90,80056.32,88147.81,606.92,447.29,43,9,6,11,0.355,0.597,0.711,0.088,0.45,0.239,3,personal_tradicional
PER_02684,personal,96,146,42550.44,53166.92,420.46,323.78,44,9,10,2,0.235,0.698,0.229,0.153,0.074,0.096,38,personal_tradicional
PER_02115,personal,61,122,54189.16,55311.36,806.64,674.87,42,11,3,3,0.441,0.542,0.219,0.196,0.141,0.567,71,personal_tradicional
PER_01098,personal,20,83,13552.63,14009.25,611.56,468.95,43,10,1,1,0.767,0.213,0.001,0.127,0.366,0.089,3,personal_tradicional
PER_01404,personal,44,148,60562.03,93565.17,1252.65,1032.5,53,5,5,3,0.415,0.573,0.74,0.172,0.228,0.255,53,personal_tradicional
PER_02596,personal,78,69,67395.76,90205.14,839.92,584.89,5,9,7,2,0.226,0.746,0.183,0.124,0.174,0.225,54,personal_tradicional
PER_01492,personal,112,156,53144.92,63419.0,518.08,370.75,32,6,14,4,0.344,0.58,0.33,0.109,0.45,0.099,9,personal_tradicional
PEL_00337,personal,56,54,56234.4,94457.08,898.68,796.46,5,7,3,3,0.173,0.796,0.693,0.042,0.121,0.279,61,personal_comportamiento_empresarial_latente
PER_01768,personal,30,103,9730.36,15595.11,376.44,262.16,18,2,1,2,0.342,0.655,0.17,0.082,0.066,0.341,53,personal_tradicional
PER_01279,personal,94,34,113703.44,128574.49,1031.02,930.5,34,7,8,5,0.122,0.805,0.354,0.007,0.138,0.174,40,personal_tradicional
PER_02948,personal,88,95,38447.17,50321.25,374.62,282.12,39,6,4,1,0.545,0.41,0.182,0.053,0.289,0.441,30,personal_tradicional
PER_00995,personal,30,69,34015.58,53762.5,1138.78,938.8,35,7,2,2,0.576,0.422,0.124,0.288,0.188,0.025,60,personal_tradicional
PER_00465,personal,41,75,17761.61,24535.22,442.92,380.11,24,7,4,3,0.257,0.668,0.234,0.274,0.062,0.17,33,personal_tradicional
PEL_00174,personal,127,192,53472.34,60261.25,422.96,330.25,60,9,7,3,0.146,0.807,0.134,0.518,0.307,0.386,27,personal_comportamiento_empresarial_latente
PEL_00024,personal,37,36,28452.62,45894.68,841.26,657.71,21,7,3,3,0.285,0.64,0.261,0.475,0.145,0.029,27,personal_comportamiento_empresarial_latente
PER_02819,personal,196,126,135106.38,192619.14,668.18,570.19,80,8,14,7,0.14,0.797,0.4,0.191,0.059,0.068,68,personal_tradicional
PER_01761,personal,50,78,29390.99,46103.29,626.28,498.6,41,6,4,3,0.047,0.887,0.227,0.024,0.395,0.082,48,personal_tradicional
PER_02120,personal,62,155,42147.03,56023.45,603.7,411.84,22,7,1,4,0.217,0.775,0.39,0.157,0.233,0.237,37,personal_tradicional
PEL_00214,personal,63,59,38293.34,58454.7,732.91,499.1,33,7,4,3,0.238,0.691,0.418,0.335,0.347,0.17,42,personal_comportamiento_empresarial_latente
PER_00213,personal,114,71,65023.28,83543.89,485.01,365.96,32,2,8,4,0.482,0.458,0.268,0.044,0.151,0.136,62,personal_tradicional
PER_01037,personal,110,92,28061.39,47084.43,295.81,269.7,22,8,11,3,0.481,0.499,0.468,0.143,0.183,0.168,14,personal_tradicional
PEL_00309,personal,63,111,106789.21,120008.02,1689.89,1258.4,40,12,4,1,0.217,0.733,0.027,0.287,0.264,0.116,46,personal_comportamiento_empresarial_latente
PER_00901,personal,73,176,39260.48,65789.6,630.07,529.74,36,10,2,4,0.116,0.857,0.136,0.238,0.293,0.082,68,personal_tradicional
PER_01293,personal,94,111,56670.8,80713.16,530.67,423.15,57,7,11,6,0.124,0.816,0.041,0.208,0.145,0.025,45,personal_tradicional
PER_01299,personal,98,72,39154.73,44300.0,486.14,359.42,38,6,4,3,0.622,0.364,0.183,0.056,0.254,0.325,39,personal_tradicional
PER_00742,personal,122,84,63482.24,75487.39,488.27,436.8,27,7,3,8,0.253,0.714,0.571,0.184,0.2,0.098,56,personal_tradicional
PER_03080,personal,45,73,32218.92,44147.02,656.1,461.89,40,6,6,1,0.215,0.776,0.337,0.033,0.335,0.196,25,personal_tradicional
PER_02722,personal,107,90,48762.96,72840.52,496.75,379.91,10,6,6,2,0.526,0.456,0.203,0.236,0.192,0.28,23,personal_tradicional
PER_02403,personal,32,66,21454.46,34472.68,644.28,533.78,5,7,4,2,0.138,0.802,0.375,0.122,0.357,0.263,3,personal_tradicional
PER_00510,personal,104,65,128910.29,163428.92,1119.27,836.02,32,9,3,1,0.397,0.538,0.092,0.17,0.223,0.536,39,personal_tradicional
PER_00598,personal,84,92,92189.58,125243.52,1180.47,843.83,22,10,4,5,0.161,0.791,0.612,0.086,0.123,0.23,43,personal_tradicional
PER_02629,personal,110,148,62108.58,69717.93,652.95,583.21,25,7,5,5,0.399,0.585,0.377,0.084,0.121,0.14,44,personal_tradicional
PER_00982,personal,98,50,48155.39,80608.32,443.31,393.1,32,8,3,4,0.175,0.802,0.249,0.194,0.266,0.519,48,personal_tradicional
PER_02767,personal,88,82,38422.88,41488.86,513.63,397.07,40,8,7,2,0.355,0.579,0.282,0.05,0.123,0.178,7,personal_tradicional
PEL_00004,personal,52,87,21248.42,23668.8,408.37,281.49,26,12,5,2,0.316,0.673,0.202,0.34,0.201,0.207,19,personal_comportamiento_empresarial_latente
PER_00519,personal,38,111,36760.76,55245.56,1089.87,797.47,26,7,4,1,0.164,0.804,0.296,0.532,0.041,0.02,29,personal_tradicional
PER_01158,personal,71,187,37970.96,41070.84,583.85,489.8,27,3,7,4,0.429,0.522,0.319,0.205,0.101,0.325,61,personal_tradicional
PER_00768,personal,68,89,43131.51,58919.21,607.23,497.95,34,6,2,4,0.194,0.783,0.111,0.095,0.385,0.02,40,personal_tradicional
PER_02329,personal,67,106,28080.91,41215.57,500.88,372.41,18,9,6,4,0.494,0.49,0.591,0.049,0.219,0.404,41,personal_tradicional
PEL_00136,personal,138,91,120440.51,188967.72,1004.47,721.61,30,8,4,3,0.254,0.698,0.269,0.156,0.328,0.041,26,personal_comportamiento_empresarial_latente
PER_00124,personal,22,127,24686.83,39783.83,1105.89,1012.85,36,4,3,1,0.228,0.749,0.502,0.017,0.156,0.511,56,personal_tradicional
PER_01621,personal,37,119,29141.3,38747.57,669.92,507.91,34,10,4,2,0.505,0.444,0.119,0.197,0.052,0.167,58,personal_tradicional
PER_01745,personal,69,142,45176.2,49775.4,660.09,585.11,27,6,2,4,0.139,0.832,0.283,0.109,0.161,0.338,28,personal_tradicional
PER_00820,personal,90,130,50039.5,67986.05,569.25,490.89,44,10,11,1,0.262,0.737,0.408,0.075,0.159,0.031,54,personal_tradicional
PER_00101,personal,120,126,57614.58,74969.08,432.87,330.92,30,8,11,1,0.389,0.547,0.592,0.207,0.205,0.029,30,personal_tradicional
PEL_00001,personal,57,151,33899.61,34703.26,580.92,451.48,14,10,4,1,0.497,0.479,0.064,0.109,0.185,0.022,51,personal_comportamiento_empresarial_latente
PEL_00156,personal,12,90,13165.5,17791.49,1052.66,904.35,14,5,1,0,0.11,0.875,0.628,0.62,0.179,0.159,46,personal_comportamiento_empresarial_latente
PER_02678,personal,148,40,74289.5,80231.13,446.74,335.99,22,4,19,2,0.34,0.591,0.164,0.128,0.39,0.518,50,personal_tradicional
PER_03062,personal,106,61,43414.47,53021.17,466.05,382.88,42,7,9,6,0.277,0.689,0.388,0.256,0.085,0.151,15,personal_tradicional
PER_01104,personal,126,105,34726.82,57546.02,274.1,208.12,24,9,9,7,0.186,0.755,0.231,0.172,0.197,0.131,41,personal_tradicional
PER_01284,personal,69,101,61474.28,78609.04,960.92,700.26,8,12,6,2,0.398,0.557,0.484,0.105,0.168,0.349,3,personal_tradicional
PER_02592,personal,51,70,21506.42,28788.9,507.02,407.45,37,8,5,1,0.244,0.732,0.293,0.127,0.13,0.249,34,personal_tradicional
PER_02804,personal,31,123,15023.89,24149.33,565.78,414.29,26,6,2,1,0.419,0.556,0.345,0.314,0.177,0.455,51,personal_tradicional
PER_02583,personal,135,135,50417.05,82269.49,343.21,260.64,34,8,4,4,0.488,0.451,0.198,0.033,0.182,0.22,44,personal_tradicional
PER_02418,personal,52,49,23072.52,32701.01,425.89,361.33,12,15,3,2,0.32,0.629,0.129,0.352,0.149,0.313,30,personal_tradicional
PER_02714,personal,54,118,20694.57,27053.87,404.48,355.92,41,4,3,2,0.422,0.565,0.286,0.194,0.125,0.035,35,personal_tradicional
PER_00983,personal,188,93,85882.73,120701.61,495.66,357.13,12,5,17,10,0.475,0.52,0.245,0.586,0.101,0.064,62,personal_tradicional
PER_00457,personal,157,100,210966.36,279350.32,1245.34,1111.56,5,7,7,9,0.266,0.696,0.072,0.047,0.295,0.176,67,personal_tradicional
PER_02615,personal,54,93,53891.25,69038.17,1136.41,1002.8,6,9,1,1,0.641,0.348,0.451,0.289,0.223,0.115,12,personal_tradicional
PER_02496,personal,37,130,21952.62,23616.64,703.28,620.66,25,11,2,1,0.542,0.418,0.236,0.499,0.45,0.504,5,personal_tradicional
PER_00382,personal,78,110,96350.04,148183.38,1060.41,765.1,39,11,9,5,0.054,0.873,0.2,0.283,0.263,0.056,71,personal_tradicional
PEL_00184,personal,75,125,51085.18,56772.3,678.72,621.0,27,9,2,1,0.617,0.317,0.21,0.169,0.171,0.076,10,personal_comportamiento_empresarial_latente
PER_02813,personal,33,116,32070.41,43573.51,948.05,668.48,39,13,3,2,0.3,0.629,0.248,0.319,0.111,0.02,19,personal_tradicional
PER_02150,personal,42,86,16552.65,16992.67,377.28,263.77,28,10,1,3,0.189,0.732,0.188,0.485,0.175,0.575,20,personal_tradicional
PER_01011,personal,24,106,23316.11,28956.15,1135.65,792.39,63,8,3,0,0.201,0.729,0.139,0.117,0.02,0.628,29,personal_tradicional
PER_01238,personal,48,67,21430.57,30670.23,435.86,325.36,45,3,3,2,0.191,0.8,0.236,0.424,0.305,0.081,43,personal_tradicional
PER_01919,personal,92,72,63786.6,68677.96,598.58,440.19,31,8,4,4,0.22,0.709,0.256,0.108,0.207,0.029,38,personal_tradicional
PER_00663,personal,42,64,38621.45,39903.98,830.86,734.45,44,7,4,1,0.28,0.641,0.176,0.079,0.077,0.542,11,personal_tradicional
PER_01314,personal,77,87,46793.98,58034.17,515.75,456.53,34,15,9,3,0.257,0.712,0.258,0.034,0.3,0.316,19,personal_tradicional
PEL_00093,personal,17,171,10927.27,11845.6,657.15,553.63,23,10,2,0,0.358,0.612,0.095,0.237,0.074,0.359,47,personal_comportamiento_empresarial_latente
PER_01393,personal,117,170,109819.63,146233.92,1096.24,936.88,15,10,3,8,0.324,0.613,0.606,0.188,0.186,0.17,12,personal_tradicional
PER_01948,personal,43,97,23462.66,33129.02,581.89,470.62,34,8,2,3,0.304,0.693,0.072,0.131,0.094,0.311,28,personal_tradicional
PER_02750,personal,47,81,37834.4,45766.13,755.02,610.88,34,6,2,1,0.335,0.643,0.23,0.221,0.263,0.035,56,personal_tradicional
PER_02673,personal,42,128,17685.93,21693.18,504.72,407.87,27,9,2,1,0.527,0.437,0.292,0.212,0.267,0.252,3,personal_tradicional
PER_01834,personal,141,110,161263.76,244466.29,1118.56,784.9,47,12,12,6,0.5,0.477,0.116,0.384,0.15,0.044,6,personal_tradicional
PER_00846,personal,66,123,63610.88,72739.51,820.85,675.82,26,8,5,2,0.611,0.368,0.164,0.15,0.058,0.234,63,personal_tradicional
PER_00543,personal,76,100,54320.34,83921.89,609.8,501.93,34,13,7,3,0.338,0.593,0.285,0.251,0.258,0.459,30,personal_tradicional
PER_02928,personal,106,113,38619.12,43302.39,408.06,298.73,18,5,8,7,0.306,0.694,0.177,0.065,0.236,0.512,37,personal_tradicional
PER_02245,personal,74,126,60632.11,76964.44,831.3,697.25,50,12,2,4,0.184,0.809,0.168,0.175,0.104,0.333,29,personal_tradicional
PER_02842,personal,157,116,56873.04,89354.22,407.57,311.9,22,7,17,7,0.216,0.705,0.204,0.037,0.207,0.181,23,personal_tradicional
PER_01103,personal,42,111,32870.59,51066.27,691.59,584.58,39,8,5,1,0.52,0.461,0.062,0.291,0.248,0.225,21,personal_tradicional
PER_02477,personal,28,80,13780.32,16242.83,597.76,408.41,32,5,2,1,0.369,0.615,0.186,0.035,0.209,0.122,45,personal_tradicional
PER_01367,personal,94,76,53934.09,79880.65,565.14,400.46,38,8,5,3,0.356,0.596,0.529,0.239,0.27,0.211,63,personal_tradicional
PER_01713,personal,47,60,17475.57,24397.78,355.74,311.01,29,12,3,3,0.115,0.817,0.12,0.62,0.087,0.512,27,personal_tradicional
