cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico
EMP_00183,empresarial,367,200,500904.85,788364.24,1410.05,1001.83,71,19,87,44,0.832,0.11,0.119,0.161,0.394,0.197,54,empresarial
EMP_00184,empresarial,309,192,481889.9,661952.73,1466.12,1336.16,107,20,103,42,0.309,0.676,0.701,0.247,0.409,0.038,85,empresarial
EMP_00185,empresarial,384,315,723325.03,1092928.49,1668.65,1390.19,93,23,70,36,0.669,0.281,0.44,0.2,0.544,0.446,71,empresarial
EMP_00186,empresarial,203,320,215697.97,270059.37,1122.86,823.88,46,15,57,20,0.548,0.416,0.305,0.15,0.368,0.186,63,empresarial
EMP_00187,empresarial,579,190,588306.39,839169.05,957.64,662.89,105,20,114,59,0.469,0.482,0.482,0.307,0.81,0.305,73,empresarial
EMP_00188,empresarial,228,298,282452.47,365137.04,1403.78,1215.68,47,19,75,41,0.508,0.446,0.541,0.582,0.601,0.134,85,empresarial
EMP_00189,empresarial,460,240,616476.87,843283.6,1169.74,1031.61,70,11,127,82,0.286,0.712,0.114,0.064,0.329,0.299,93,empresarial
EMP_00190,empresarial,548,264,1520315.04,2189443.68,2701.2,1895.57,130,26,132,68,0.285,0.687,0.352,0.279,0.754,0.269,67,empresarial
EMP_00191,empresarial,459,270,618577.78,652942.15,1228.84,911.53,142,12,96,43,0.348,0.615,0.503,0.42,0.511,0.339,46,empresarial
EMP_00192,empresarial,766,300,1015614.27,1100291.58,1377.0,1148.65,63,20,189,66,0.326,0.634,0.501,0.307,0.658,0.123,6,empresarial
EMP_00193,empresarial,122,250,562926.33,604803.67,3982.54,3108.59,86,20,43,10,0.545,0.447,0.32,0.292,0.374,0.084,81,empresarial
EMP_00194,empresarial,269,323,376686.8,532127.91,1297.51,988.97,96,19,70,34,0.151,0.777,0.52,0.438,0.435,0.403,69,empresarial
EMP_00195,empresarial,545,262,848481.61,1096678.69,1778.61,1390.64,141,16,138,42,0.497,0.476,0.744,0.177,0.741,0.108,59,empresarial
EMP_00196,empresarial,184,279,346032.92,467158.22,1847.24,1480.14,82,21,57,21,0.671,0.29,0.611,0.088,0.598,0.307,36,empresarial
EMP_00197,empresarial,231,199,405901.69,548042.68,1914.46,1386.68,83,12,54,47,0.509,0.438,0.481,0.599,0.281,0.446,81,empresarial
EMP_00198,empresarial,406,364,723079.1,756854.57,1590.15,1229.4,135,18,100,57,0.258,0.684,0.471,0.467,0.662,0.488,48,empresarial
EMP_00199,empresarial,336,271,565511.26,873940.45,1527.54,1064.33,85,16,76,62,0.906,0.064,0.325,0.065,0.531,0.301,54,empresarial
EMP_00200,empresarial,396,284,580467.04,860515.73,1468.71,1000.86,114,15,75,35,0.724,0.266,0.775,0.134,0.808,0.162,53,empresarial
EMP_00201,empresarial,348,157,357291.12,526652.36,1105.53,1010.51,57,20,105,37,0.358,0.625,0.604,0.303,0.708,0.478,67,empresarial
EMP_00202,empresarial,361,200,656794.74,684777.88,1614.4,1119.03,91,22,121,73,0.385,0.602,0.244,0.334,0.702,0.206,24,empresarial
EMP_00203,empresarial,241,313,895964.01,1299267.83,3301.17,2279.24,52,17,82,30,0.212,0.768,0.553,0.081,0.449,0.03,70,empresarial
EMP_00204,empresarial,357,261,837441.06,1130798.45,2341.36,2092.22,68,21,120,57,0.645,0.307,0.496,0.585,0.762,0.335,36,empresarial
EMP_00205,empresarial,277,140,477810.01,727214.72,1599.82,1462.63,117,18,69,57,0.787,0.17,0.699,0.116,0.238,0.344,36,empresarial
EMP_00206,empresarial,293,302,545391.55,591169.09,2017.17,1780.53,94,14,64,43,0.597,0.39,0.46,0.077,0.764,0.518,79,empresarial
EMP_00207,empresarial,457,215,422388.19,639000.54,977.45,697.4,87,17,131,52,0.514,0.431,0.186,0.208,0.863,0.12,28,empresarial
EMP_00208,empresarial,180,323,263509.33,436032.63,1262.17,1052.0,76,17,63,26,0.241,0.754,0.358,0.261,0.88,0.262,79,empresarial
EMP_00209,empresarial,100,240,227499.03,359824.08,2096.65,1776.41,89,15,31,8,0.787,0.14,0.451,0.497,0.667,0.587,58,empresarial
EMP_00210,empresarial,443,256,985496.07,1586799.03,2629.66,2275.18,103,20,115,38,0.693,0.262,0.401,0.476,0.377,0.083,10,empresarial
EMP_00211,empresarial,357,310,358124.64,383203.61,1018.65,720.28,121,19,106,25,0.507,0.446,0.58,0.522,0.818,0.201,92,empresarial
EMP_00212,empresarial,548,196,606167.68,830185.85,1149.28,889.29,30,12,172,106,0.193,0.784,0.347,0.303,0.754,0.361,63,empresarial
EMP_00213,empresarial,233,190,740703.07,876101.54,3519.86,2626.74,73,11,80,38,0.175,0.784,0.473,0.334,0.872,0.457,66,empresarial
EMP_00214,empresarial,315,234,544145.53,750730.28,1466.2,1227.33,99,20,98,35,0.779,0.187,0.51,0.339,0.816,0.28,82,empresarial
EMP_00215,empresarial,342,290,899935.87,1337616.01,3028.47,2309.1,92,15,84,35,0.609,0.315,0.258,0.278,0.313,0.3,95,empresarial
EMP_00216,empresarial,253,172,362602.91,548583.39,1535.91,1231.98,105,19,54,42,0.492,0.502,0.275,0.172,0.608,0.28,60,empresarial
EMP_00217,empresarial,221,153,388411.35,650376.68,1561.49,1296.58,102,21,57,44,0.544,0.419,0.356,0.034,0.579,0.578,72,empresarial
EMP_00218,empresarial,453,290,486788.98,804191.69,1238.55,1099.58,87,13,102,51,0.361,0.576,0.213,0.619,0.82,0.297,65,empresarial
EMP_00219,empresarial,172,212,343777.81,406730.9,2091.99,1884.92,81,12,60,20,0.443,0.513,0.578,0.143,0.607,0.464,46,empresarial
EMP_00220,empresarial,205,223,535231.99,869380.58,2490.57,2108.09,89,25,54,39,0.261,0.694,0.727,0.34,0.59,0.277,12,empresarial
EMP_00221,empresarial,311,143,266887.08,427939.94,911.69,654.17,125,19,79,61,0.559,0.368,0.3,0.313,0.403,0.327,61,empresarial
EMP_00222,empresarial,474,208,556712.62,833659.27,1214.36,1084.84,76,16,109,94,0.619,0.351,0.745,0.317,0.824,0.094,92,empresarial
EMP_00223,empresarial,260,245,547377.55,651408.86,2067.99,1507.74,93,14,75,29,0.252,0.748,0.637,0.229,0.18,0.291,71,empresarial
EMP_00224,empresarial,246,296,381512.39,436543.66,1333.54,923.83,100,16,65,21,0.08,0.846,0.505,0.394,0.61,0.489,26,empresarial
EMP_00225,empresarial,303,203,393108.89,513990.21,1144.56,898.42,136,13,56,40,0.613,0.384,0.284,0.612,0.385,0.163,85,empresarial
EMP_00226,empresarial,381,336,705274.13,737560.25,2151.69,1816.7,87,22,127,42,0.536,0.4,0.468,0.433,0.563,0.58,47,empresarial
EMP_00227,empresarial,284,207,651551.16,786673.03,2238.25,1602.25,120,15,66,55,0.455,0.534,0.516,0.452,0.429,0.337,6,empresarial
EMP_00228,empresarial,499,207,613833.0,655839.97,1165.79,876.5,127,22,123,37,0.662,0.336,0.247,0.094,0.357,0.197,82,empresarial
EMP_00229,empresarial,508,330,732996.05,1001400.86,1539.47,1076.42,93,16,102,81,0.636,0.336,0.586,0.659,0.5,0.353,29,empresarial
EMP_00230,empresarial,311,257,241235.07,344223.43,847.63,702.15,90,14,84,61,0.411,0.52,0.211,0.387,0.664,0.307,103,empresarial
EMP_00231,empresarial,678,215,678489.97,741902.69,966.71,821.68,86,16,204,140,0.416,0.581,0.203,0.508,0.647,0.076,86,empresarial
EMP_00232,empresarial,338,236,486072.23,776157.96,1483.49,1193.8,88,8,114,54,0.56,0.419,0.145,0.28,0.548,0.091,49,empresarial
EMP_00233,empresarial,501,319,819065.25,887774.79,1426.8,1122.41,117,18,85,102,0.651,0.327,0.719,0.78,0.493,0.165,67,empresarial
EMP_00234,empresarial,377,326,310844.38,398346.68,938.15,828.81,101,17,134,30,0.571,0.421,0.228,0.408,0.739,0.068,120,empresarial
EMP_00235,empresarial,374,200,325452.42,439571.62,1042.41,813.71,101,21,112,45,0.306,0.687,0.133,0.176,0.523,0.245,82,empresarial
EMP_00236,empresarial,154,243,158585.06,222685.22,900.26,707.63,66,10,33,11,0.217,0.71,0.214,0.114,0.762,0.227,61,empresarial
EMP_00237,empresarial,197,250,383709.58,472196.68,1704.67,1395.37,70,23,40,41,0.61,0.334,0.664,0.056,0.464,0.169,133,empresarial
EMP_00238,empresarial,290,191,173346.53,258396.48,616.21,523.12,151,21,64,57,0.501,0.474,0.359,0.447,0.714,0.273,58,empresarial
EMP_00239,empresarial,506,242,508455.14,633177.9,920.7,797.77,90,23,170,37,0.529,0.452,0.343,0.254,0.409,0.467,71,empresarial
EMP_00240,empresarial,379,245,274414.72,325668.7,643.91,444.17,75,18,83,27,0.165,0.832,0.555,0.51,0.793,0.374,30,empresarial
EMP_00241,empresarial,291,308,445492.06,587647.0,1679.06,1484.76,132,22,73,35,0.556,0.415,0.397,0.558,0.693,0.337,10,empresarial
EMP_00242,empresarial,422,311,294183.86,322091.74,660.4,520.6,102,12,127,45,0.335,0.641,0.403,0.252,0.724,0.623,47,empresarial
EMP_00243,empresarial,499,227,772865.5,1281151.62,1427.0,1280.6,110,21,167,94,0.78,0.147,0.604,0.098,0.397,0.468,56,empresarial
EMP_00244,empresarial,330,233,877670.05,1213874.21,2803.43,2267.2,91,15,96,31,0.38,0.602,0.778,0.663,0.431,0.43,64,empresarial
EMP_00245,empresarial,360,282,1188079.6,1324798.43,2843.65,2258.43,87,11,112,65,0.332,0.636,0.702,0.262,0.432,0.257,17,empresarial
EMP_00246,empresarial,341,213,262718.24,406006.07,659.52,479.4,91,14,66,50,0.737,0.208,0.564,0.52,0.336,0.672,73,empresarial
EMP_00247,empresarial,321,277,509906.51,762539.92,1596.12,1265.25,59,18,108,39,0.185,0.789,0.746,0.2,0.386,0.244,33,empresarial
EMP_00248,empresarial,232,240,182726.13,238299.42,929.49,742.01,93,15,50,21,0.292,0.645,0.58,0.104,0.559,0.272,71,empresarial
EMP_00249,empresarial,225,192,220901.28,368737.94,853.11,763.26,103,20,42,47,0.85,0.092,0.528,0.384,0.489,0.03,80,empresarial
EMP_00250,empresarial,421,192,569896.8,769592.01,1342.57,1198.78,143,11,150,66,0.454,0.543,0.249,0.311,0.487,0.337,44,empresarial
EMP_00251,empresarial,502,325,1030129.78,1195379.09,2358.74,1879.3,97,9,101,66,0.724,0.208,0.222,0.386,0.439,0.137,29,empresarial
EMP_00252,empresarial,291,236,571160.7,880860.38,1811.4,1608.91,34,23,55,35,0.231,0.74,0.719,0.171,0.518,0.565,97,empresarial
EMP_00253,empresarial,288,335,320554.83,523456.41,1042.78,922.92,93,22,82,57,0.356,0.636,0.141,0.216,0.625,0.259,79,empresarial
EMP_00254,empresarial,135,217,222465.51,265438.33,1893.37,1718.45,166,14,30,25,0.397,0.547,0.435,0.69,0.409,0.101,59,empresarial
EMP_00255,empresarial,123,261,62025.54,63541.18,548.75,420.77,118,18,23,23,0.431,0.509,0.41,0.66,0.591,0.214,95,empresarial
EMP_00256,empresarial,555,365,644321.4,916305.47,1026.35,750.19,74,22,156,87,0.478,0.516,0.47,0.296,0.347,0.591,57,empresarial
EMP_00257,empresarial,239,187,278346.97,418532.2,996.22,903.12,110,20,75,46,0.71,0.262,0.366,0.078,0.408,0.389,38,empresarial
EMP_00258,empresarial,789,141,1108982.54,1322089.25,1455.19,1193.79,76,19,251,88,0.172,0.756,0.582,0.219,0.687,0.72,28,empresarial
EMP_00259,empresarial,257,316,288613.93,477948.42,1293.12,1024.15,60,22,49,43,0.155,0.791,0.801,0.323,0.865,0.72,52,empresarial
EMP_00260,empresarial,157,200,197219.37,222984.22,1326.88,1033.31,86,15,43,20,0.39,0.567,0.876,0.529,0.74,0.201,76,empresarial
EMP_00261,empresarial,343,244,450039.38,697004.53,1308.48,916.38,97,18,111,53,0.428,0.532,0.425,0.285,0.743,0.372,93,empresarial
EMP_00262,empresarial,450,213,593682.61,948921.32,1421.42,1036.19,46,18,86,94,0.91,0.041,0.372,0.375,0.219,0.085,56,empresarial
EMP_00263,empresarial,430,260,790111.02,895024.82,1766.68,1324.97,65,17,87,89,0.901,0.047,0.283,0.237,0.475,0.03,88,empresarial
EMP_00264,empresarial,469,193,578587.28,781606.0,1499.25,1217.86,95,16,75,66,0.354,0.64,0.413,0.175,0.332,0.32,49,empresarial
EMP_00265,empresarial,212,235,295095.03,306459.4,1249.59,1004.68,84,18,56,32,0.132,0.841,0.402,0.563,0.512,0.196,34,empresarial
EMP_00266,empresarial,550,270,1030559.82,1487764.41,1666.92,1350.69,105,18,109,108,0.455,0.503,0.378,0.78,0.185,0.106,20,empresarial
EMP_00267,empresarial,563,190,1236051.01,1706586.37,1992.15,1391.22,63,14,172,117,0.106,0.836,0.615,0.66,0.441,0.157,41,empresarial
EMP_00268,empresarial,573,206,593599.35,910379.25,1114.84,760.71,114,21,202,103,0.287,0.654,0.457,0.31,0.484,0.163,21,empresarial
EMP_00269,empresarial,366,226,526622.14,711383.97,1373.41,1086.58,64,14,74,29,0.484,0.468,0.253,0.438,0.621,0.286,109,empresarial
EMP_00270,empresarial,281,166,613303.59,768815.06,2293.88,1666.36,138,17,81,32,0.856,0.097,0.682,0.089,0.631,0.318,67,empresarial
EMP_00271,empresarial,271,222,230563.72,255972.62,886.11,792.19,50,17,55,53,0.605,0.366,0.24,0.254,0.368,0.274,52,empresarial
EMP_00272,empresarial,156,252,504039.41,531110.65,3004.83,2354.04,67,19,26,28,0.52,0.413,0.506,0.193,0.81,0.422,101,empresarial
EMP_00273,empresarial,260,223,234413.81,320919.34,802.36,613.39,106,10,81,45,0.659,0.268,0.62,0.42,0.804,0.475,20,empresarial
EMP_00274,empresarial,97,230,132221.75,215053.85,1217.98,987.25,138,22,24,16,0.457,0.475,0.627,0.229,0.87,0.23,51,empresarial
EMP_00275,empresarial,146,244,124580.37,190055.23,944.75,784.96,103,15,51,19,0.713,0.217,0.386,0.302,0.835,0.142,109,empresarial
EMP_00276,empresarial,364,209,1357850.27,1737314.63,3529.56,2469.53,110,23,97,46,0.208,0.719,0.479,0.329,0.535,0.135,51,empresarial
EMP_00277,empresarial,295,283,308040.11,514198.75,1139.78,977.84,95,16,56,54,0.612,0.372,0.181,0.076,0.546,0.104,121,empresarial
EMP_00278,empresarial,358,324,427357.98,487803.51,1140.98,813.54,68,18,89,40,0.666,0.293,0.457,0.281,0.323,0.076,76,empresarial
EMP_00279,empresarial,436,219,500288.46,839701.72,1205.06,931.29,82,26,87,72,0.468,0.489,0.692,0.135,0.734,0.11,90,empresarial
EMP_00280,empresarial,385,272,623240.98,730369.63,1465.8,1122.29,63,17,129,66,0.491,0.47,0.436,0.283,0.568,0.089,91,empresarial
EMP_00281,empresarial,371,232,526766.77,595786.01,1226.67,1001.7,62,23,111,70,0.579,0.353,0.477,0.497,0.88,0.449,55,empresarial
EMP_00282,empresarial,317,265,390222.78,619088.17,1331.67,1125.89,105,18,72,36,0.227,0.747,0.117,0.23,0.412,0.249,42,empresarial
EMP_00283,empresarial,235,331,111804.71,148638.03,420.0,366.32,66,20,62,41,0.878,0.109,0.537,0.375,0.573,0.264,52,empresarial
EMP_00284,empresarial,185,273,289883.3,466313.82,1442.32,1163.25,103,18,54,16,0.375,0.603,0.451,0.227,0.477,0.129,28,empresarial
EMP_00285,empresarial,263,147,381981.12,578207.33,1418.68,1017.61,61,21,83,23,0.757,0.232,0.587,0.077,0.628,0.096,53,empresarial
EMP_00286,empresarial,319,270,701053.27,787592.56,2178.08,1844.9,103,15,56,41,0.607,0.361,0.584,0.303,0.833,0.05,55,empresarial
EMP_00287,empresarial,336,313,766550.21,843565.53,2440.13,1939.69,82,14,55,26,0.154,0.837,0.532,0.176,0.431,0.191,101,empresarial
EMP_00288,empresarial,469,233,545143.15,716790.16,1301.36,1068.86,132,15,86,95,0.307,0.686,0.867,0.144,0.458,0.308,71,empresarial
EMP_00289,empresarial,307,300,517707.69,719934.46,1983.89,1560.31,103,18,73,60,0.318,0.646,0.717,0.112,0.589,0.43,119,empresarial
EMP_00290,empresarial,410,207,391285.46,508405.54,886.55,691.43,127,17,104,32,0.442,0.51,0.584,0.372,0.662,0.112,6,empresarial
EMP_00291,empresarial,167,163,292144.16,338861.69,1943.57,1648.78,75,21,31,31,0.442,0.509,0.778,0.641,0.572,0.197,22,empresarial
EMP_00292,empresarial,366,253,404551.38,470723.88,1107.17,892.14,96,23,89,52,0.835,0.158,0.418,0.697,0.622,0.212,45,empresarial
EMP_00293,empresarial,356,148,347553.4,471470.07,856.13,760.48,69,14,88,60,0.45,0.472,0.471,0.192,0.499,0.38,95,empresarial
EMP_00294,empresarial,550,232,760514.16,782901.85,1302.52,1118.12,84,15,100,107,0.31,0.68,0.505,0.147,0.751,0.401,52,empresarial
EMP_00295,empresarial,295,316,658941.1,863018.98,2535.63,2014.09,88,12,101,44,0.279,0.668,0.435,0.445,0.291,0.647,15,empresarial
EMP_00296,empresarial,290,140,477794.31,497827.53,1519.33,1111.25,76,26,81,25,0.722,0.207,0.714,0.387,0.199,0.212,48,empresarial
EMP_00297,empresarial,437,175,1035235.6,1652514.54,2639.98,1806.32,63,19,104,31,0.221,0.708,0.401,0.353,0.462,0.093,23,empresarial
EMP_00298,empresarial,192,188,217301.0,310582.59,1028.17,749.84,58,20,50,27,0.785,0.174,0.526,0.541,0.576,0.259,17,empresarial
EMP_00299,empresarial,362,242,671211.97,755599.64,2186.59,1634.49,34,13,81,73,0.801,0.177,0.61,0.545,0.341,0.321,109,empresarial
EMP_00300,empresarial,187,225,174400.35,266353.64,1070.73,758.45,68,18,62,28,0.4,0.534,0.705,0.291,0.745,0.643,46,empresarial
EMP_00301,empresarial,650,322,1163379.94,1564893.51,1547.87,1301.11,111,20,179,79,0.666,0.285,0.345,0.3,0.768,0.187,60,empresarial
EMP_00302,empresarial,274,297,389154.26,528108.17,1542.26,1169.43,53,17,71,20,0.543,0.394,0.318,0.217,0.282,0.656,52,empresarial
EMP_00303,empresarial,182,272,295794.4,351712.56,1859.06,1277.66,59,22,62,36,0.219,0.749,0.271,0.164,0.695,0.189,48,empresarial
EMP_00304,empresarial,262,253,367825.06,470771.66,1564.48,1227.88,142,27,86,30,0.557,0.37,0.764,0.672,0.433,0.318,32,empresarial
EMP_00305,empresarial,363,267,355987.12,569430.44,1032.3,896.28,78,14,117,61,0.661,0.265,0.38,0.376,0.651,0.401,47,empresarial
EMP_00306,empresarial,405,198,925713.86,1034163.36,2038.01,1552.03,103,14,83,68,0.63,0.311,0.366,0.273,0.298,0.206,64,empresarial
EMP_00307,empresarial,538,292,1371639.55,1963703.21,2914.04,2612.61,112,14,103,57,0.554,0.371,0.529,0.338,0.505,0.04,93,empresarial
EMP_00308,empresarial,248,184,225633.95,262446.93,1101.91,974.83,112,24,74,20,0.157,0.807,0.291,0.406,0.354,0.098,81,empresarial
EMP_00309,empresarial,446,291,328723.65,431801.82,651.45,582.04,55,22,113,55,0.159,0.825,0.827,0.255,0.571,0.045,22,empresarial
EMP_00310,empresarial,147,310,236875.48,324944.37,1736.65,1459.25,89,17,44,17,0.503,0.445,0.429,0.172,0.461,0.087,82,empresarial
EMP_00311,empresarial,206,257,213958.27,235435.66,1225.25,1070.36,53,18,64,35,0.636,0.312,0.695,0.077,0.636,0.071,68,empresarial
EMP_00312,empresarial,169,235,186932.72,200357.63,1332.67,1030.63,159,15,37,31,0.306,0.655,0.405,0.221,0.663,0.333,38,empresarial
EMP_00313,empresarial,229,267,465893.77,624054.97,1778.62,1505.38,54,22,50,23,0.581,0.398,0.725,0.169,0.849,0.461,60,empresarial
EMP_00314,empresarial,437,88,512235.71,660869.51,1162.48,852.95,68,16,113,63,0.404,0.546,0.393,0.416,0.479,0.082,70,empresarial
EMP_00315,empresarial,251,262,328253.51,534349.76,1257.75,917.07,68,17,54,19,0.436,0.55,0.469,0.329,0.818,0.393,56,empresarial
EMP_00316,empresarial,272,239,382575.69,566471.21,1350.12,1223.84,56,20,80,27,0.554,0.386,0.681,0.699,0.75,0.122,68,empresarial
EMP_00317,empresarial,367,242,965708.14,1556621.36,2610.5,2118.98,130,17,114,65,0.686,0.241,0.695,0.52,0.313,0.104,32,empresarial
EMP_00318,empresarial,398,284,622562.73,1016446.34,1426.0,994.21,158,17,101,72,0.325,0.662,0.397,0.2,0.555,0.376,109,empresarial
EMP_00319,empresarial,275,241,264139.71,272746.24,838.0,609.52,83,18,84,49,0.325,0.609,0.601,0.473,0.772,0.564,6,empresarial
EMP_00320,empresarial,205,182,183556.45,293820.34,852.12,673.79,61,21,54,18,0.73,0.254,0.354,0.541,0.712,0.121,71,empresarial
EMP_00321,empresarial,605,237,1015019.67,1677415.55,1492.9,1318.25,37,25,183,89,0.199,0.761,0.628,0.353,0.508,0.256,65,empresarial
EMP_00322,empresarial,276,249,199147.82,262625.06,876.24,784.26,89,20,57,36,0.59,0.336,0.579,0.38,0.253,0.071,72,empresarial
EMP_00323,empresarial,288,251,208906.37,300773.33,730.58,516.69,87,21,89,60,0.347,0.646,0.312,0.244,0.609,0.378,36,empresarial
EMP_00324,empresarial,303,254,578057.31,721614.97,1838.9,1277.83,78,17,92,49,0.237,0.756,0.483,0.165,0.284,0.117,87,empresarial
EMP_00325,empresarial,415,302,695213.96,754386.4,1877.11,1331.26,101,15,89,83,0.489,0.434,0.34,0.107,0.741,0.299,52,empresarial
EMP_00326,empresarial,163,185,172592.23,205957.62,1206.38,1014.73,105,21,44,15,0.753,0.234,0.393,0.164,0.679,0.328,23,empresarial
EMP_00327,empresarial,701,255,970422.98,1041418.29,1592.94,1286.9,103,19,232,93,0.278,0.695,0.433,0.133,0.558,0.078,25,empresarial
EMP_00328,empresarial,284,316,399253.95,535512.11,1523.87,1306.1,87,12,60,51,0.662,0.301,0.093,0.14,0.597,0.309,58,empresarial
EMP_00329,empresarial,421,150,852374.35,1237108.35,1813.5,1491.43,66,17,129,51,0.281,0.718,0.505,0.163,0.326,0.499,12,empresarial
EMP_00330,empresarial,183,255,275707.45,282172.58,1815.28,1276.16,112,18,64,29,0.649,0.336,0.303,0.164,0.731,0.119,104,empresarial
EMP_00331,empresarial,352,213,172025.86,201450.88,471.33,349.65,95,16,117,50,0.525,0.409,0.351,0.033,0.461,0.203,83,empresarial
EMP_00332,empresarial,655,225,704086.71,752448.47,1272.82,966.8,118,24,157,137,0.488,0.47,0.596,0.209,0.769,0.052,104,empresarial
EMP_00333,empresarial,617,195,1116142.14,1849882.98,1750.26,1487.45,116,20,174,58,0.549,0.419,0.343,0.183,0.558,0.195,101,empresarial
EMP_00334,empresarial,417,236,450114.08,697700.87,1185.13,975.65,58,23,149,84,0.16,0.785,0.364,0.196,0.602,0.318,45,empresarial
EMP_00335,empresarial,223,346,279490.22,290796.37,1429.68,1297.06,58,19,61,28,0.216,0.758,0.753,0.546,0.839,0.201,32,empresarial
EMP_00336,empresarial,526,175,1002713.86,1561458.1,1930.04,1379.83,75,18,96,71,0.249,0.716,0.181,0.222,0.42,0.312,6,empresarial
EMP_00337,empresarial,146,181,192102.45,300831.12,1456.79,1318.79,68,14,25,21,0.511,0.41,0.493,0.45,0.282,0.308,44,empresarial
EMP_00338,empresarial,219,173,555478.03,861800.97,2652.68,1943.98,115,18,70,23,0.798,0.14,0.357,0.117,0.329,0.198,103,empresarial
EMP_00339,empresarial,318,340,753263.46,1205038.28,2260.48,1723.46,104,18,78,65,0.636,0.32,0.564,0.397,0.232,0.338,33,empresarial
EMP_00340,empresarial,152,220,235613.71,313168.59,1339.7,922.11,124,13,32,30,0.725,0.233,0.3,0.565,0.486,0.254,49,empresarial
EMP_00341,empresarial,262,244,353877.87,416872.68,1295.72,973.3,105,16,60,54,0.396,0.536,0.331,0.075,0.184,0.323,40,empresarial
EMP_00342,empresarial,449,223,191459.11,305280.72,425.33,309.61,100,17,140,94,0.275,0.677,0.315,0.456,0.298,0.162,65,empresarial
EMP_00343,empresarial,240,193,300684.39,472335.16,1227.66,898.82,126,20,61,39,0.582,0.391,0.704,0.27,0.732,0.383,90,empresarial
EMP_00344,empresarial,458,232,361639.86,434440.92,797.62,651.92,107,20,153,61,0.534,0.433,0.52,0.504,0.351,0.471,13,empresarial
EMP_00345,empresarial,780,365,1232517.02,1729559.98,1545.21,1340.3,97,16,239,148,0.6,0.385,0.372,0.439,0.705,0.168,19,empresarial
EMP_00346,empresarial,385,322,592674.08,822382.37,1501.48,1289.46,133,20,137,28,0.484,0.439,0.771,0.538,0.874,0.046,95,empresarial
EMP_00347,empresarial,455,198,855759.68,1148231.63,1886.09,1657.86,98,17,154,85,0.39,0.558,0.156,0.525,0.544,0.159,75,empresarial
EMP_00348,empresarial,534,281,1492211.89,2121454.09,2531.59,2165.83,87,8,113,75,0.284,0.684,0.198,0.256,0.258,0.205,48,empresarial
EMP_00349,empresarial,272,199,363901.93,391347.41,1392.65,1273.39,73,16,79,45,0.614,0.357,0.495,0.303,0.65,0.295,101,empresarial
EMP_00350,empresarial,450,147,1418522.19,1872541.36,3669.37,2511.44,113,22,74,55,0.398,0.529,0.363,0.084,0.352,0.166,18,empresarial
EMP_00351,empresarial,269,301,439132.38,529029.57,1552.51,1423.8,127,11,96,33,0.428,0.543,0.462,0.309,0.499,0.527,80,empresarial
EMP_00352,empresarial,374,309,336129.89,343378.85,812.17,632.16,94,18,79,28,0.505,0.434,0.92,0.589,0.852,0.527,53,empresarial
EMP_00353,empresarial,478,303,585128.75,797328.84,1112.02,883.69,129,24,140,62,0.709,0.224,0.521,0.599,0.392,0.355,71,empresarial
EMP_00354,empresarial,227,219,248930.35,313827.61,1204.05,985.59,44,15,75,29,0.446,0.481,0.701,0.322,0.516,0.442,6,empresarial
EMP_00355,empresarial,101,236,192026.27,250520.74,1805.68,1231.56,94,18,19,10,0.213,0.757,0.527,0.733,0.485,0.358,48,empresarial
EMP_00356,empresarial,218,286,243223.61,265962.93,945.92,684.48,94,13,72,23,0.401,0.538,0.463,0.42,0.56,0.184,75,empresarial
EMP_00357,empresarial,508,267,541318.53,732788.06,1242.46,977.86,76,25,83,77,0.149,0.825,0.479,0.161,0.394,0.166,53,empresarial
EMP_00358,empresarial,206,223,273318.87,327513.38,1316.01,1137.93,157,18,51,24,0.828,0.096,0.401,0.157,0.736,0.264,89,empresarial
EMP_00359,empresarial,496,156,538061.94,549029.89,1166.53,1036.84,93,18,126,92,0.245,0.754,0.914,0.601,0.615,0.143,88,empresarial
EMP_00360,empresarial,218,251,476866.8,731898.63,1979.89,1416.52,84,23,51,19,0.883,0.071,0.718,0.07,0.642,0.307,29,empresarial
EMP_00361,empresarial,299,304,516392.84,740700.21,1843.38,1369.85,96,21,83,45,0.425,0.534,0.698,0.516,0.221,0.27,77,empresarial
EMP_00362,empresarial,327,179,814769.83,1114951.05,2298.38,1897.93,43,14,112,30,0.464,0.466,0.615,0.395,0.18,0.139,28,empresarial
EMP_00363,empresarial,205,280,220487.75,315420.43,1225.33,939.38,75,15,46,30,0.558,0.425,0.296,0.181,0.687,0.088,56,empresarial
EMP_00364,empresarial,300,263,590880.02,728921.37,2333.35,1753.51,121,20,83,44,0.705,0.288,0.462,0.78,0.603,0.253,73,empresarial
EMP_00365,empresarial,157,286,106895.39,117713.66,794.03,612.99,79,16,53,25,0.701,0.231,0.493,0.303,0.234,0.148,32,empresarial
EMP_00366,empresarial,283,293,203227.21,255166.36,785.94,666.78,73,10,89,37,0.407,0.565,0.547,0.249,0.729,0.121,76,empresarial
EMP_00367,empresarial,316,207,300877.53,463549.92,845.73,615.41,129,18,53,45,0.543,0.431,0.241,0.292,0.7,0.293,41,empresarial
