cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa
EMP_00245,empresarial,360,282,1188079.6,1324798.43,2843.65,2258.43,87,11,112,65,0.332,0.636,0.702,0.262,0.432,0.257,17,empresarial,1.2766,69887.04,77929.32,1.1151,0.4917,0.2722,0.432,11.528
EMP_00246,empresarial,341,213,262718.24,406006.07,659.52,479.4,91,14,66,50,0.737,0.208,0.564,0.52,0.336,0.672,73,empresarial,1.6009,3598.88,5561.73,1.5454,0.3402,0.3079,0.607,11.1932
EMP_00247,empresarial,321,277,509906.51,762539.92,1596.12,1265.25,59,18,108,39,0.185,0.789,0.746,0.2,0.386,0.244,33,empresarial,1.1588,15451.71,23107.27,1.4955,0.4579,0.2399,0.377,11.3955
EMP_00248,empresarial,232,240,182726.13,238299.42,929.49,742.01,93,15,50,21,0.292,0.645,0.58,0.104,0.559,0.272,71,empresarial,0.9667,2573.61,3356.33,1.3041,0.306,0.4655,0.3253,10.9274
EMP_00249,empresarial,225,192,220901.28,368737.94,853.11,763.26,103,20,42,47,0.85,0.092,0.528,0.384,0.489,0.03,80,empresarial,1.1719,2761.27,4609.22,1.6692,0.3956,0.5467,0.5873,10.6736
EMP_00250,empresarial,421,192,569896.8,769592.01,1342.57,1198.78,143,11,150,66,0.454,0.543,0.249,0.311,0.487,0.337,44,empresarial,2.1927,12952.2,17490.73,1.3504,0.5131,0.3658,0.338,11.3001
EMP_00251,empresarial,502,325,1030129.78,1195379.09,2358.74,1879.3,97,9,101,66,0.724,0.208,0.222,0.386,0.439,0.137,29,empresarial,1.5446,35521.72,41219.97,1.1604,0.3327,0.2112,0.444,12.0024
EMP_00252,empresarial,291,236,571160.7,880860.38,1811.4,1608.91,34,23,55,35,0.231,0.74,0.719,0.171,0.518,0.565,97,empresarial,1.2331,5888.25,9081.03,1.5422,0.3093,0.1959,0.3737,11.1372
EMP_00253,empresarial,288,335,320554.83,523456.41,1042.78,922.92,93,22,82,57,0.356,0.636,0.141,0.216,0.625,0.259,79,empresarial,0.8597,4057.66,6626.03,1.633,0.4826,0.3993,0.2377,11.4771
EMP_00254,empresarial,135,217,222465.51,265438.33,1893.37,1718.45,166,14,30,25,0.397,0.547,0.435,0.69,0.409,0.101,59,empresarial,0.6221,3770.6,4498.95,1.1932,0.4074,1.3333,0.5073,10.2852
EMP_00255,empresarial,123,261,62025.54,63541.18,548.75,420.77,118,18,23,23,0.431,0.509,0.41,0.66,0.591,0.214,95,empresarial,0.4713,652.9,668.85,1.0244,0.374,1.1057,0.5003,10.3767
EMP_00256,empresarial,555,365,644321.4,916305.47,1026.35,750.19,74,22,156,87,0.478,0.516,0.47,0.296,0.347,0.591,57,empresarial,1.5205,11303.88,16075.53,1.4221,0.4378,0.173,0.4147,12.2189
EMP_00257,empresarial,239,187,278346.97,418532.2,996.22,903.12,110,20,75,46,0.71,0.262,0.366,0.078,0.408,0.389,38,empresarial,1.2781,7324.92,11014.01,1.5036,0.5063,0.5439,0.3847,10.7076
EMP_00258,empresarial,789,141,1108982.54,1322089.25,1455.19,1193.79,76,19,251,88,0.172,0.756,0.582,0.219,0.687,0.72,28,empresarial,5.5957,39606.52,47217.47,1.1922,0.4297,0.1204,0.3243,11.6195
EMP_00259,empresarial,257,316,288613.93,477948.42,1293.12,1024.15,60,22,49,43,0.155,0.791,0.801,0.323,0.865,0.72,52,empresarial,0.8133,5550.27,9191.32,1.656,0.358,0.3191,0.4263,11.3048
EMP_00260,empresarial,157,200,197219.37,222984.22,1326.88,1033.31,86,15,43,20,0.39,0.567,0.876,0.529,0.74,0.201,76,empresarial,0.785,2594.99,2934.0,1.1306,0.4013,0.6433,0.5983,10.3546
EMP_00261,empresarial,343,244,450039.38,697004.53,1308.48,916.38,97,18,111,53,0.428,0.532,0.425,0.285,0.743,0.372,93,empresarial,1.4057,4839.13,7494.67,1.5488,0.4781,0.3353,0.3793,11.3349
EMP_00262,empresarial,450,213,593682.61,948921.32,1421.42,1036.19,46,18,86,94,0.91,0.041,0.372,0.375,0.219,0.085,56,empresarial,2.1127,10601.48,16945.02,1.5984,0.4,0.1422,0.5523,11.4706
EMP_00263,empresarial,430,260,790111.02,895024.82,1766.68,1324.97,65,17,87,89,0.901,0.047,0.283,0.237,0.475,0.03,88,empresarial,1.6538,8978.53,10170.74,1.1328,0.4093,0.1907,0.4737,11.6245
EMP_00264,empresarial,469,193,578587.28,781606.0,1499.25,1217.86,95,16,75,66,0.354,0.64,0.413,0.175,0.332,0.32,49,empresarial,2.4301,11807.9,15951.14,1.3509,0.3006,0.2367,0.314,11.4133
EMP_00265,empresarial,212,235,295095.03,306459.4,1249.59,1004.68,84,18,56,32,0.132,0.841,0.402,0.563,0.512,0.196,34,empresarial,0.9021,8679.27,9013.51,1.0385,0.4151,0.4811,0.3657,10.8162
EMP_00266,empresarial,550,270,1030559.82,1487764.41,1666.92,1350.69,105,18,109,108,0.455,0.503,0.378,0.78,0.185,0.106,20,empresarial,2.037,51527.99,74388.22,1.4436,0.3945,0.2236,0.5377,11.9083
EMP_00267,empresarial,563,190,1236051.01,1706586.37,1992.15,1391.22,63,14,172,117,0.106,0.836,0.615,0.66,0.441,0.157,41,empresarial,2.9632,30147.59,41624.06,1.3807,0.5133,0.1368,0.4603,11.5803
EMP_00268,empresarial,573,206,593599.35,910379.25,1114.84,760.71,114,21,202,103,0.287,0.654,0.457,0.31,0.484,0.163,21,empresarial,2.7816,28266.64,43351.39,1.5337,0.5323,0.2356,0.3513,11.6788
EMP_00269,empresarial,366,226,526622.14,711383.97,1373.41,1086.58,64,14,74,29,0.484,0.468,0.253,0.438,0.621,0.286,109,empresarial,1.6195,4831.4,6526.46,1.3508,0.2814,0.2131,0.3917,11.3232
EMP_00270,empresarial,281,166,613303.59,768815.06,2293.88,1666.36,138,17,81,32,0.856,0.097,0.682,0.089,0.631,0.318,67,empresarial,1.6928,9153.78,11474.85,1.2536,0.4021,0.5516,0.5423,10.7504
EMP_00271,empresarial,271,222,230563.72,255972.62,886.11,792.19,50,17,55,53,0.605,0.366,0.24,0.254,0.368,0.274,52,empresarial,1.2207,4433.92,4922.55,1.1102,0.3985,0.2472,0.3663,11.0048
EMP_00272,empresarial,156,252,504039.41,531110.65,3004.83,2354.04,67,19,26,28,0.52,0.413,0.506,0.193,0.81,0.422,101,empresarial,0.619,4990.49,5258.52,1.0537,0.3462,0.5513,0.4063,10.5793
EMP_00273,empresarial,260,223,234413.81,320919.34,802.36,613.39,106,10,81,45,0.659,0.268,0.62,0.42,0.804,0.475,20,empresarial,1.1659,11720.69,16045.97,1.369,0.4846,0.4462,0.5663,10.9679
EMP_00274,empresarial,97,230,132221.75,215053.85,1217.98,987.25,138,22,24,16,0.457,0.475,0.627,0.229,0.87,0.23,51,empresarial,0.4217,2592.58,4216.74,1.6265,0.4124,1.6495,0.4377,10.0128
EMP_00275,empresarial,146,244,124580.37,190055.23,944.75,784.96,103,15,51,19,0.713,0.217,0.386,0.302,0.835,0.142,109,empresarial,0.5984,1142.94,1743.63,1.5256,0.4795,0.8082,0.467,10.4808
EMP_00276,empresarial,364,209,1357850.27,1737314.63,3529.56,2469.53,110,23,97,46,0.208,0.719,0.479,0.329,0.535,0.135,51,empresarial,1.7416,26624.52,34064.99,1.2795,0.3929,0.3654,0.3387,11.2395
EMP_00277,empresarial,295,283,308040.11,514198.75,1139.78,977.84,95,16,56,54,0.612,0.372,0.181,0.076,0.546,0.104,121,empresarial,1.0424,2545.79,4249.58,1.6693,0.3729,0.3763,0.2897,11.3324
EMP_00278,empresarial,358,324,427357.98,487803.51,1140.98,813.54,68,18,89,40,0.666,0.293,0.457,0.281,0.323,0.076,76,empresarial,1.1049,5623.13,6418.47,1.1414,0.3603,0.2402,0.468,11.6613
EMP_00279,empresarial,436,219,500288.46,839701.72,1205.06,931.29,82,26,87,72,0.468,0.489,0.692,0.135,0.734,0.11,90,empresarial,1.9909,5558.76,9330.02,1.6784,0.3647,0.2477,0.4317,11.4667
EMP_00280,empresarial,385,272,623240.98,730369.63,1465.8,1122.29,63,17,129,66,0.491,0.47,0.436,0.283,0.568,0.089,91,empresarial,1.4154,6848.8,8026.04,1.1719,0.5065,0.2078,0.4033,11.5591
EMP_00281,empresarial,371,232,526766.77,595786.01,1226.67,1001.7,62,23,111,70,0.579,0.353,0.477,0.497,0.88,0.449,55,empresarial,1.5991,9577.58,10832.47,1.131,0.4879,0.2291,0.5177,11.363
EMP_00282,empresarial,317,265,390222.78,619088.17,1331.67,1125.89,105,18,72,36,0.227,0.747,0.117,0.23,0.412,0.249,42,empresarial,1.1962,9291.02,14740.19,1.5865,0.3407,0.388,0.1913,11.3386
EMP_00283,empresarial,235,331,111804.71,148638.03,420.0,366.32,66,20,62,41,0.878,0.109,0.537,0.375,0.573,0.264,52,empresarial,0.71,2150.09,2858.42,1.3294,0.4383,0.366,0.5967,11.2617
EMP_00284,empresarial,185,273,289883.3,466313.82,1442.32,1163.25,103,18,54,16,0.375,0.603,0.451,0.227,0.477,0.129,28,empresarial,0.6777,10352.98,16654.06,1.6086,0.3784,0.6541,0.351,10.8298
EMP_00285,empresarial,263,147,381981.12,578207.33,1418.68,1017.61,61,21,83,23,0.757,0.232,0.587,0.077,0.628,0.096,53,empresarial,1.7891,7207.19,10909.57,1.5137,0.403,0.3118,0.4737,10.5626
EMP_00286,empresarial,319,270,701053.27,787592.56,2178.08,1844.9,103,15,56,41,0.607,0.361,0.584,0.303,0.833,0.05,55,empresarial,1.1815,12746.42,14319.86,1.1234,0.3041,0.3699,0.498,11.3636
EMP_00287,empresarial,336,313,766550.21,843565.53,2440.13,1939.69,82,14,55,26,0.154,0.837,0.532,0.176,0.431,0.191,101,empresarial,1.0735,7589.61,8352.13,1.1005,0.2411,0.2857,0.2873,11.5633
EMP_00288,empresarial,469,233,545143.15,716790.16,1301.36,1068.86,132,15,86,95,0.307,0.686,0.867,0.144,0.458,0.308,71,empresarial,2.0129,7678.07,10095.64,1.3149,0.3859,0.3134,0.4393,11.6017
EMP_00289,empresarial,307,300,517707.69,719934.46,1983.89,1560.31,103,18,73,60,0.318,0.646,0.717,0.112,0.589,0.43,119,empresarial,1.0233,4350.48,6049.87,1.3906,0.4332,0.3941,0.3823,11.4306
EMP_00290,empresarial,410,207,391285.46,508405.54,886.55,691.43,127,17,104,32,0.442,0.51,0.584,0.372,0.662,0.112,6,empresarial,1.9807,65214.24,84734.26,1.2993,0.3317,0.3512,0.466,11.3489
EMP_00291,empresarial,167,163,292144.16,338861.69,1943.57,1648.78,75,21,31,31,0.442,0.509,0.778,0.641,0.572,0.197,22,empresarial,1.0245,13279.28,15402.8,1.1599,0.3713,0.5749,0.6203,10.2118
EMP_00292,empresarial,366,253,404551.38,470723.88,1107.17,892.14,96,23,89,52,0.835,0.158,0.418,0.697,0.622,0.212,45,empresarial,1.4466,8990.03,10460.53,1.1636,0.3852,0.3251,0.65,11.436
EMP_00293,empresarial,356,148,347553.4,471470.07,856.13,760.48,69,14,88,60,0.45,0.472,0.471,0.192,0.499,0.38,95,empresarial,2.4054,3658.46,4962.84,1.3565,0.4157,0.2331,0.371,10.8722
EMP_00294,empresarial,550,232,760514.16,782901.85,1302.52,1118.12,84,15,100,107,0.31,0.68,0.505,0.147,0.751,0.401,52,empresarial,2.3707,14625.27,15055.8,1.0294,0.3764,0.18,0.3207,11.7567
EMP_00295,empresarial,295,316,658941.1,863018.98,2535.63,2014.09,88,12,101,44,0.279,0.668,0.435,0.445,0.291,0.647,15,empresarial,0.9335,43929.41,57534.6,1.3097,0.4915,0.339,0.3863,11.4427
EMP_00296,empresarial,290,140,477794.31,497827.53,1519.33,1111.25,76,26,81,25,0.722,0.207,0.714,0.387,0.199,0.212,48,empresarial,2.0714,9954.05,10371.41,1.0419,0.3655,0.3517,0.6077,10.6115
EMP_00297,empresarial,437,175,1035235.6,1652514.54,2639.98,1806.32,63,19,104,31,0.221,0.708,0.401,0.353,0.462,0.093,23,empresarial,2.4971,45010.24,71848.46,1.5963,0.3089,0.1876,0.325,11.2447
EMP_00298,empresarial,192,188,217301.0,310582.59,1028.17,749.84,58,20,50,27,0.785,0.174,0.526,0.541,0.576,0.259,17,empresarial,1.0213,12782.41,18269.56,1.4293,0.401,0.4062,0.6173,10.494
EMP_00299,empresarial,362,242,671211.97,755599.64,2186.59,1634.49,34,13,81,73,0.801,0.177,0.61,0.545,0.341,0.321,109,empresarial,1.4959,6157.91,6932.11,1.1257,0.4254,0.1298,0.652,11.3806
EMP_00300,empresarial,187,225,174400.35,266353.64,1070.73,758.45,68,18,62,28,0.4,0.534,0.705,0.291,0.745,0.643,46,empresarial,0.8311,3791.31,5790.3,1.5273,0.4813,0.4599,0.4653,10.6472
EMP_00301,empresarial,650,322,1163379.94,1564893.51,1547.87,1301.11,111,20,179,79,0.666,0.285,0.345,0.3,0.768,0.187,60,empresarial,2.0186,19389.67,26081.56,1.3451,0.3969,0.2015,0.437,12.2515
EMP_00302,empresarial,274,297,389154.26,528108.17,1542.26,1169.43,53,17,71,20,0.543,0.394,0.318,0.217,0.282,0.656,52,empresarial,0.9226,7483.74,10155.93,1.3571,0.3321,0.2555,0.3593,11.3069
EMP_00303,empresarial,182,272,295794.4,351712.56,1859.06,1277.66,59,22,62,36,0.219,0.749,0.271,0.164,0.695,0.189,48,empresarial,0.6691,6162.38,7327.34,1.189,0.5385,0.4451,0.218,10.8098
EMP_00304,empresarial,262,253,367825.06,470771.66,1564.48,1227.88,142,27,86,30,0.557,0.37,0.764,0.672,0.433,0.318,32,empresarial,1.0356,11494.53,14711.61,1.2799,0.4427,0.645,0.6643,11.1017
EMP_00305,empresarial,363,267,355987.12,569430.44,1032.3,896.28,78,14,117,61,0.661,0.265,0.38,0.376,0.651,0.401,47,empresarial,1.3596,7574.19,12115.54,1.5996,0.4904,0.2534,0.4723,11.4817
EMP_00306,empresarial,405,198,925713.86,1034163.36,2038.01,1552.03,103,14,83,68,0.63,0.311,0.366,0.273,0.298,0.206,64,empresarial,2.0455,14464.28,16158.8,1.1172,0.3728,0.2889,0.423,11.2922
EMP_00307,empresarial,538,292,1371639.55,1963703.21,2914.04,2612.61,112,14,103,57,0.554,0.371,0.529,0.338,0.505,0.04,93,empresarial,1.8425,14748.81,21115.09,1.4316,0.2974,0.2342,0.4737,11.9646
EMP_00308,empresarial,248,184,225633.95,262446.93,1101.91,974.83,112,24,74,20,0.157,0.807,0.291,0.406,0.354,0.098,81,empresarial,1.3478,2785.6,3240.09,1.1632,0.379,0.5484,0.2847,10.7284
EMP_00309,empresarial,446,291,328723.65,431801.82,651.45,582.04,55,22,113,55,0.159,0.825,0.827,0.255,0.571,0.045,22,empresarial,1.5326,14941.98,19627.36,1.3136,0.3767,0.1726,0.4137,11.7736
EMP_00310,empresarial,147,310,236875.48,324944.37,1736.65,1459.25,89,17,44,17,0.503,0.445,0.429,0.172,0.461,0.087,82,empresarial,0.4742,2888.73,3962.74,1.3718,0.415,0.7211,0.368,10.727
EMP_00311,empresarial,206,257,213958.27,235435.66,1225.25,1070.36,53,18,64,35,0.636,0.312,0.695,0.077,0.636,0.071,68,empresarial,0.8016,3146.45,3462.29,1.1004,0.4806,0.3447,0.4693,10.877
EMP_00312,empresarial,169,235,186932.72,200357.63,1332.67,1030.63,159,15,37,31,0.306,0.655,0.405,0.221,0.663,0.333,38,empresarial,0.7191,4919.28,5272.57,1.0718,0.4024,1.0296,0.3107,10.5895
EMP_00313,empresarial,229,267,465893.77,624054.97,1778.62,1505.38,54,22,50,23,0.581,0.398,0.725,0.169,0.849,0.461,60,empresarial,0.8577,7764.9,10400.92,1.3395,0.3188,0.3319,0.4917,11.021
EMP_00314,empresarial,437,88,512235.71,660869.51,1162.48,852.95,68,16,113,63,0.404,0.546,0.393,0.416,0.479,0.082,70,empresarial,4.9659,7317.65,9440.99,1.2902,0.4027,0.1922,0.4043,10.5573
EMP_00315,empresarial,251,262,328253.51,534349.76,1257.75,917.07,68,17,54,19,0.436,0.55,0.469,0.329,0.818,0.393,56,empresarial,0.958,5861.67,9541.96,1.6279,0.2908,0.3386,0.4113,11.0938
EMP_00316,empresarial,272,239,382575.69,566471.21,1350.12,1223.84,56,20,80,27,0.554,0.386,0.681,0.699,0.75,0.122,68,empresarial,1.1381,5626.11,8330.46,1.4807,0.3934,0.2794,0.6447,11.0823
EMP_00317,empresarial,367,242,965708.14,1556621.36,2610.5,2118.98,130,17,114,65,0.686,0.241,0.695,0.52,0.313,0.104,32,empresarial,1.5165,30178.38,48644.42,1.6119,0.4877,0.4005,0.6337,11.3943
EMP_00318,empresarial,398,284,622562.73,1016446.34,1426.0,994.21,158,17,101,72,0.325,0.662,0.397,0.2,0.555,0.376,109,empresarial,1.4014,5711.58,9325.2,1.6327,0.4347,0.4397,0.3073,11.6354
EMP_00319,empresarial,275,241,264139.71,272746.24,838.0,609.52,83,18,84,49,0.325,0.609,0.601,0.473,0.772,0.564,6,empresarial,1.1411,44023.28,45457.71,1.0326,0.4836,0.3673,0.4663,11.1016
EMP_00320,empresarial,205,182,183556.45,293820.34,852.12,673.79,61,21,54,18,0.73,0.254,0.354,0.541,0.712,0.121,71,empresarial,1.1264,2585.3,4138.31,1.6007,0.3512,0.4,0.5417,10.527
EMP_00321,empresarial,605,237,1015019.67,1677415.55,1492.9,1318.25,37,25,183,89,0.199,0.761,0.628,0.353,0.508,0.256,65,empresarial,2.5527,15615.69,25806.39,1.6526,0.4496,0.1025,0.3933,11.8733
EMP_00322,empresarial,276,249,199147.82,262625.06,876.24,784.26,89,20,57,36,0.59,0.336,0.579,0.38,0.253,0.071,72,empresarial,1.1084,2765.94,3647.57,1.3187,0.337,0.3949,0.5163,11.1379
EMP_00323,empresarial,288,251,208906.37,300773.33,730.58,516.69,87,21,89,60,0.347,0.646,0.312,0.244,0.609,0.378,36,empresarial,1.1474,5802.95,8354.81,1.4398,0.5174,0.375,0.301,11.1884
EMP_00324,empresarial,303,254,578057.31,721614.97,1838.9,1277.83,78,17,92,49,0.237,0.756,0.483,0.165,0.284,0.117,87,empresarial,1.1929,6644.34,8294.42,1.2483,0.4653,0.3135,0.295,11.2511
EMP_00325,empresarial,415,302,695213.96,754386.4,1877.11,1331.26,101,15,89,83,0.489,0.434,0.34,0.107,0.741,0.299,52,empresarial,1.3742,13369.5,14507.43,1.0851,0.4145,0.2795,0.312,11.7387
EMP_00326,empresarial,163,185,172592.23,205957.62,1206.38,1014.73,105,21,44,15,0.753,0.234,0.393,0.164,0.679,0.328,23,empresarial,0.8811,7504.01,8954.68,1.1933,0.362,0.773,0.4367,10.3141
EMP_00327,empresarial,701,255,970422.98,1041418.29,1592.94,1286.9,103,19,232,93,0.278,0.695,0.433,0.133,0.558,0.078,25,empresarial,2.749,38816.92,41656.73,1.0732,0.4636,0.174,0.2813,12.0938
EMP_00328,empresarial,284,316,399253.95,535512.11,1523.87,1306.1,87,12,60,51,0.662,0.301,0.093,0.14,0.597,0.309,58,empresarial,0.8987,6883.69,9232.97,1.3413,0.3908,0.3486,0.2983,11.4047
EMP_00329,empresarial,421,150,852374.35,1237108.35,1813.5,1491.43,66,17,129,51,0.281,0.718,0.505,0.163,0.326,0.499,12,empresarial,2.8067,71031.2,103092.36,1.4514,0.4276,0.1971,0.3163,11.0533
EMP_00330,empresarial,183,255,275707.45,282172.58,1815.28,1276.16,112,18,64,29,0.649,0.336,0.303,0.164,0.731,0.119,104,empresarial,0.7176,2651.03,2713.2,1.0234,0.5082,0.7104,0.372,10.7508
EMP_00331,empresarial,352,213,172025.86,201450.88,471.33,349.65,95,16,117,50,0.525,0.409,0.351,0.033,0.461,0.203,83,empresarial,1.6526,2072.6,2427.12,1.171,0.4744,0.3153,0.303,11.2249
EMP_00332,empresarial,655,225,704086.71,752448.47,1272.82,966.8,118,24,157,137,0.488,0.47,0.596,0.209,0.769,0.052,104,empresarial,2.9111,6770.06,7235.08,1.0687,0.4489,0.2168,0.431,11.9007
EMP_00333,empresarial,617,195,1116142.14,1849882.98,1750.26,1487.45,116,20,174,58,0.549,0.419,0.343,0.183,0.558,0.195,101,empresarial,3.1641,11050.91,18315.67,1.6574,0.376,0.2204,0.3583,11.6979
EMP_00334,empresarial,417,236,450114.08,697700.87,1185.13,975.65,58,23,149,84,0.16,0.785,0.364,0.196,0.602,0.318,45,empresarial,1.7669,10002.54,15504.46,1.5501,0.5588,0.1942,0.24,11.4969
EMP_00335,empresarial,223,346,279490.22,290796.37,1429.68,1297.06,58,19,61,28,0.216,0.758,0.753,0.546,0.839,0.201,32,empresarial,0.6445,8734.07,9087.39,1.0405,0.3991,0.3453,0.505,11.2536
EMP_00336,empresarial,526,175,1002713.86,1561458.1,1930.04,1379.83,75,18,96,71,0.249,0.716,0.181,0.222,0.42,0.312,6,empresarial,3.0057,167118.98,260243.02,1.5572,0.3175,0.1768,0.2173,11.4301
EMP_00337,empresarial,146,181,192102.45,300831.12,1456.79,1318.79,68,14,25,21,0.511,0.41,0.493,0.45,0.282,0.308,44,empresarial,0.8066,4365.96,6837.07,1.566,0.3151,0.5616,0.4847,10.1821
EMP_00338,empresarial,219,173,555478.03,861800.97,2652.68,1943.98,115,18,70,23,0.798,0.14,0.357,0.117,0.329,0.198,103,empresarial,1.2659,5392.99,8367.0,1.5515,0.4247,0.6073,0.424,10.5424
EMP_00339,empresarial,318,340,753263.46,1205038.28,2260.48,1723.46,104,18,78,65,0.636,0.32,0.564,0.397,0.232,0.338,33,empresarial,0.9353,22826.17,36516.31,1.5998,0.4497,0.3836,0.5323,11.591
EMP_00340,empresarial,152,220,235613.71,313168.59,1339.7,922.11,124,13,32,30,0.725,0.233,0.3,0.565,0.486,0.254,49,empresarial,0.6909,4808.44,6391.2,1.3292,0.4079,0.9013,0.53,10.4175
EMP_00341,empresarial,262,244,353877.87,416872.68,1295.72,973.3,105,16,60,54,0.396,0.536,0.331,0.075,0.184,0.323,40,empresarial,1.0738,8846.95,10421.82,1.178,0.4351,0.4618,0.2673,11.0655
EMP_00342,empresarial,449,223,191459.11,305280.72,425.33,309.61,100,17,140,94,0.275,0.677,0.315,0.456,0.298,0.162,65,empresarial,2.0135,2945.52,4696.63,1.5945,0.5212,0.2606,0.3487,11.5142
EMP_00343,empresarial,240,193,300684.39,472335.16,1227.66,898.82,126,20,61,39,0.582,0.391,0.704,0.27,0.732,0.383,90,empresarial,1.2435,3340.94,5248.17,1.5709,0.4167,0.6083,0.5187,10.7434
EMP_00344,empresarial,458,232,361639.86,434440.92,797.62,651.92,107,20,153,61,0.534,0.433,0.52,0.504,0.351,0.471,13,empresarial,1.9741,27818.45,33418.53,1.2013,0.4672,0.2773,0.5193,11.5736
EMP_00345,empresarial,780,365,1232517.02,1729559.98,1545.21,1340.3,97,16,239,148,0.6,0.385,0.372,0.439,0.705,0.168,19,empresarial,2.137,64869.32,91029.47,1.4033,0.4962,0.1449,0.4703,12.5592
EMP_00346,empresarial,385,322,592674.08,822382.37,1501.48,1289.46,133,20,137,28,0.484,0.439,0.771,0.538,0.874,0.046,95,empresarial,1.1957,6238.67,8656.66,1.3876,0.4286,0.3974,0.5977,11.7278
EMP_00347,empresarial,455,198,855759.68,1148231.63,1886.09,1657.86,98,17,154,85,0.39,0.558,0.156,0.525,0.544,0.159,75,empresarial,2.298,11410.13,15309.76,1.3418,0.5253,0.2527,0.357,11.4086
EMP_00348,empresarial,534,281,1492211.89,2121454.09,2531.59,2165.83,87,8,113,75,0.284,0.684,0.198,0.256,0.258,0.205,48,empresarial,1.9004,31087.75,44196.96,1.4217,0.3521,0.1779,0.246,11.9188
EMP_00349,empresarial,272,199,363901.93,391347.41,1392.65,1273.39,73,16,79,45,0.614,0.357,0.495,0.303,0.65,0.295,101,empresarial,1.3668,3602.99,3874.73,1.0754,0.4559,0.3272,0.4707,10.8991
EMP_00350,empresarial,450,147,1418522.19,1872541.36,3669.37,2511.44,113,22,74,55,0.398,0.529,0.363,0.084,0.352,0.166,18,empresarial,3.0612,78806.79,104030.08,1.3201,0.2867,0.3,0.2817,11.0997
EMP_00351,empresarial,269,301,439132.38,529029.57,1552.51,1423.8,127,11,96,33,0.428,0.543,0.462,0.309,0.499,0.527,80,empresarial,0.8937,5489.15,6612.87,1.2047,0.4796,0.513,0.3997,11.3018
EMP_00352,empresarial,374,309,336129.89,343378.85,812.17,632.16,94,18,79,28,0.505,0.434,0.92,0.589,0.852,0.527,53,empresarial,1.2104,6342.07,6478.85,1.0216,0.2861,0.2995,0.6713,11.6576
EMP_00353,empresarial,478,303,585128.75,797328.84,1112.02,883.69,129,24,140,62,0.709,0.224,0.521,0.599,0.392,0.355,71,empresarial,1.5776,8241.25,11229.98,1.3627,0.4226,0.3201,0.6097,11.8834
EMP_00354,empresarial,227,219,248930.35,313827.61,1204.05,985.59,44,15,75,29,0.446,0.481,0.701,0.322,0.516,0.442,6,empresarial,1.0365,41488.39,52304.6,1.2607,0.4581,0.2599,0.4897,10.814
EMP_00355,empresarial,101,236,192026.27,250520.74,1805.68,1231.56,94,18,19,10,0.213,0.757,0.527,0.733,0.485,0.358,48,empresarial,0.428,4000.55,5219.18,1.3046,0.2871,1.1089,0.491,10.079
EMP_00356,empresarial,218,286,243223.61,265962.93,945.92,684.48,94,13,72,23,0.401,0.538,0.463,0.42,0.56,0.184,75,empresarial,0.7622,3242.98,3546.17,1.0935,0.4358,0.4908,0.428,11.0405
EMP_00357,empresarial,508,267,541318.53,732788.06,1242.46,977.86,76,25,83,77,0.149,0.825,0.479,0.161,0.394,0.166,53,empresarial,1.9026,10213.56,13826.19,1.3537,0.315,0.1988,0.263,11.8177
EMP_00358,empresarial,206,223,273318.87,327513.38,1316.01,1137.93,157,18,51,24,0.828,0.096,0.401,0.157,0.736,0.264,89,empresarial,0.9238,3071.0,3679.93,1.1983,0.3641,0.8495,0.462,10.7351
EMP_00359,empresarial,496,156,538061.94,549029.89,1166.53,1036.84,93,18,126,92,0.245,0.754,0.914,0.601,0.615,0.143,88,empresarial,3.1795,6114.34,6238.98,1.0204,0.4395,0.2238,0.5867,11.2564
EMP_00360,empresarial,218,251,476866.8,731898.63,1979.89,1416.52,84,23,51,19,0.883,0.071,0.718,0.07,0.642,0.307,29,empresarial,0.8685,16443.68,25237.88,1.5348,0.3211,0.4908,0.557,10.91
EMP_00361,empresarial,299,304,516392.84,740700.21,1843.38,1369.85,96,21,83,45,0.425,0.534,0.698,0.516,0.221,0.27,77,empresarial,0.9836,6706.4,9619.48,1.4344,0.4281,0.3913,0.5463,11.4175
EMP_00362,empresarial,327,179,814769.83,1114951.05,2298.38,1897.93,43,14,112,30,0.464,0.466,0.615,0.395,0.18,0.139,28,empresarial,1.8268,29098.92,39819.68,1.3684,0.4343,0.1743,0.4913,10.9774
EMP_00363,empresarial,205,280,220487.75,315420.43,1225.33,939.38,75,15,46,30,0.558,0.425,0.296,0.181,0.687,0.088,56,empresarial,0.7321,3937.28,5632.51,1.4306,0.3707,0.439,0.345,10.9578
EMP_00364,empresarial,300,263,590880.02,728921.37,2333.35,1753.51,121,20,83,44,0.705,0.288,0.462,0.78,0.603,0.253,73,empresarial,1.1407,8094.25,9985.22,1.2336,0.4233,0.47,0.649,11.2759
