cliente_id,tipo_cliente,score_empresarial,seleccionado,cluster,arquetipo,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa,perfil_sintetico
PER_02602,personal,0.613977,False,,No seleccionado,156,38,176708.85,219984.07,1036.17,884.81,46,6,5,2,0.687,0.292,0.374,0.04,0.123,0.403,43,4.1053,4109.51,5115.91,1.2449,0.0449,0.3333,0.367,8.6876,personal_tradicional
PER_02949,personal,0.367369,False,,No seleccionado,58,85,24951.92,31866.78,445.55,387.87,22,7,5,1,0.234,0.729,0.356,0.106,0.121,0.17,34,0.6824,733.88,937.26,1.2771,0.1034,0.5,0.232,8.5033,personal_tradicional
PER_01118,personal,0.27849,False,,No seleccionado,14,139,19835.54,25282.63,1212.36,997.96,66,9,1,1,0.164,0.766,0.213,0.506,0.088,0.488,42,0.1007,472.27,601.97,1.2746,0.1429,5.3571,0.2943,7.574,personal_tradicional
PER_00196,personal,0.290896,False,,No seleccionado,48,49,41577.47,67908.42,931.48,758.25,42,8,3,2,0.226,0.715,0.18,0.098,0.163,0.185,57,0.9796,729.43,1191.38,1.6333,0.1042,1.0417,0.168,7.7634,personal_tradicional
PER_00533,personal,0.577023,False,,No seleccionado,108,40,48767.0,58138.72,490.08,366.42,38,4,4,7,0.558,0.367,0.297,0.206,0.046,0.187,64,2.7,761.98,908.42,1.1922,0.1019,0.3889,0.3537,8.3712,personal_tradicional
PEL_00100,personal,0.468766,False,,No seleccionado,117,64,78884.22,127883.62,665.4,563.46,28,7,9,6,0.241,0.708,0.428,0.299,0.179,0.278,8,1.8281,9860.53,15985.45,1.6212,0.1282,0.2991,0.3227,8.9212,personal_comportamiento_empresarial_latente
PER_02145,personal,0.707688,True,4.0,Operador estacional,131,104,156865.0,194641.4,1092.02,824.28,29,7,6,3,0.373,0.623,0.131,0.493,0.317,0.302,33,1.2596,4753.48,5898.22,1.2408,0.0687,0.2748,0.3323,9.5197,personal_tradicional
PER_02747,personal,0.257484,False,,No seleccionado,88,78,88247.2,141302.89,903.88,635.8,5,7,8,4,0.201,0.752,0.187,0.109,0.248,0.51,15,1.1282,5883.15,9420.19,1.6012,0.1364,0.1364,0.1657,8.8342,personal_tradicional
PER_02116,personal,0.364139,False,,No seleccionado,89,119,56503.64,67126.89,759.78,657.49,30,6,2,1,0.288,0.686,0.085,0.098,0.356,0.077,15,0.7479,3766.91,4475.13,1.188,0.0337,0.4045,0.157,9.2679,personal_tradicional
PER_01024,personal,0.504162,False,,No seleccionado,88,107,43666.69,45602.86,593.79,432.87,28,9,7,4,0.741,0.212,0.442,0.038,0.142,0.327,40,0.8224,1091.67,1140.07,1.0443,0.125,0.4205,0.407,9.1503,personal_tradicional
PER_00556,personal,0.446238,False,,No seleccionado,59,121,17882.62,29863.33,349.64,240.39,21,11,5,2,0.572,0.35,0.051,0.506,0.122,0.106,32,0.4876,558.83,933.23,1.67,0.1186,0.5424,0.3763,8.8735,personal_tradicional
PER_02320,personal,0.727127,True,4.0,Operador estacional,122,67,135974.33,156635.24,1047.5,891.05,23,5,7,5,0.492,0.506,0.278,0.304,0.199,0.067,55,1.8209,2472.26,2847.91,1.1519,0.0984,0.2295,0.358,9.0088,personal_tradicional
PER_02921,personal,0.603372,False,,No seleccionado,88,108,64764.31,94002.93,881.63,628.63,27,10,5,4,0.244,0.68,0.259,0.255,0.34,0.28,58,0.8148,1116.63,1620.74,1.4515,0.1023,0.4205,0.2527,9.1596,personal_tradicional
PER_02251,personal,0.329178,False,,No seleccionado,46,77,45882.66,59469.62,1063.59,778.75,15,7,4,2,0.13,0.856,0.153,0.136,0.103,0.262,42,0.5974,1092.44,1415.94,1.2961,0.1304,0.4783,0.1397,8.1727,personal_tradicional
PEL_00048,personal,0.187366,False,,No seleccionado,38,15,16014.45,24877.57,421.2,294.09,32,6,3,0,0.285,0.703,0.192,0.072,0.196,0.277,38,2.5333,421.43,654.67,1.5534,0.0789,1.0,0.183,6.3474,personal_comportamiento_empresarial_latente
PER_00745,personal,0.514083,False,,No seleccionado,39,84,28830.99,44213.04,822.14,583.47,10,10,1,3,0.281,0.684,0.31,0.064,0.45,0.275,65,0.4643,443.55,680.2,1.5335,0.1026,0.5128,0.2183,8.0947,personal_tradicional
PER_00632,personal,0.596844,False,,No seleccionado,69,70,63643.39,95672.91,1028.42,902.95,31,7,3,3,0.207,0.793,0.524,0.178,0.45,0.088,45,0.9857,1414.3,2126.06,1.5033,0.087,0.5507,0.303,8.4828,personal_tradicional
PER_01558,personal,0.541754,False,,No seleccionado,53,87,26202.03,37300.61,477.08,416.65,40,7,2,1,0.442,0.487,0.407,0.326,0.092,0.304,3,0.6092,8734.01,12433.54,1.4236,0.0566,0.8868,0.3917,8.4364,personal_tradicional
PER_02214,personal,0.707925,True,0.0,Dependiente de crédito,178,85,159855.13,187640.52,1019.46,935.46,30,8,20,6,0.696,0.228,0.473,0.3,0.31,0.305,8,2.0941,19981.89,23455.06,1.1738,0.1461,0.2135,0.4897,9.6245,personal_tradicional
PER_00163,personal,0.338807,False,,No seleccionado,62,60,48840.39,63978.19,769.18,639.68,26,8,3,1,0.148,0.783,0.275,0.016,0.265,0.185,24,1.0333,2035.02,2665.76,1.3099,0.0645,0.5484,0.1463,8.2217,personal_tradicional
PER_01002,personal,0.295935,False,,No seleccionado,78,104,59389.6,70039.32,752.87,591.11,32,5,4,3,0.183,0.787,0.287,0.019,0.051,0.02,36,0.75,1649.71,1945.54,1.1793,0.0897,0.4744,0.163,9.0012,personal_tradicional
PER_01719,personal,0.446774,False,,No seleccionado,51,67,20470.41,32749.03,368.65,251.38,38,11,3,3,0.394,0.57,0.534,0.006,0.45,0.149,8,0.7612,2558.8,4093.63,1.5998,0.1176,0.9608,0.3113,8.1368,personal_tradicional
PER_01004,personal,0.238522,False,,No seleccionado,29,93,14676.89,22155.66,458.26,348.37,58,2,2,1,0.264,0.711,0.493,0.121,0.146,0.207,23,0.3118,638.13,963.29,1.5096,0.1034,2.069,0.2927,7.9003,personal_tradicional
PER_01234,personal,0.315337,False,,No seleccionado,59,126,47067.92,52552.01,831.2,610.62,25,7,7,3,0.023,0.95,0.259,0.229,0.139,0.216,7,0.4683,6723.99,7507.43,1.1165,0.1695,0.5424,0.1703,8.914,personal_tradicional
PER_01030,personal,0.393955,False,,No seleccionado,103,111,58844.95,66377.0,531.55,372.56,58,9,10,3,0.124,0.842,0.731,0.267,0.104,0.207,50,0.9279,1176.9,1327.54,1.128,0.1262,0.6505,0.374,9.3443,personal_tradicional
PER_00548,personal,0.237305,False,,No seleccionado,30,57,25772.22,35488.6,1003.3,759.36,26,14,4,2,0.12,0.88,0.213,0.246,0.137,0.23,33,0.5263,780.98,1075.41,1.377,0.2,1.3333,0.193,7.4448,personal_tradicional
PER_02454,personal,0.58742,False,,No seleccionado,70,41,35585.91,38064.58,497.97,373.78,33,5,1,3,0.503,0.424,0.281,0.234,0.131,0.308,58,1.7073,613.55,656.29,1.0697,0.0571,0.5429,0.3393,7.9624,personal_tradicional
PER_02890,personal,0.420792,False,,No seleccionado,208,76,234558.33,248027.13,998.35,756.45,8,6,19,8,0.371,0.611,0.328,0.204,0.119,0.182,3,2.7368,78186.11,82675.71,1.0574,0.1298,0.0673,0.301,9.6683,personal_tradicional
PEL_00231,personal,0.469165,False,,No seleccionado,34,29,20054.07,29860.37,688.75,583.46,23,9,2,1,0.63,0.294,0.098,0.279,0.183,0.054,23,1.1724,871.92,1298.28,1.489,0.0882,0.9412,0.3357,6.8947,personal_comportamiento_empresarial_latente
PER_00569,personal,0.150908,False,,No seleccionado,19,110,9806.01,11365.75,456.88,318.5,21,6,1,1,0.128,0.862,0.273,0.399,0.086,0.184,42,0.1727,233.48,270.61,1.1591,0.1053,1.4211,0.2667,7.6454,personal_tradicional
PER_02160,personal,0.340697,False,,No seleccionado,77,100,59847.43,89120.86,792.55,682.37,36,7,5,6,0.124,0.797,0.098,0.215,0.118,0.143,36,0.77,1662.43,2475.58,1.4891,0.1429,0.5584,0.1457,8.9491,personal_tradicional
PEL_00305,personal,0.632385,False,,No seleccionado,53,87,32095.54,39006.49,645.91,530.21,11,10,3,4,0.458,0.491,0.241,0.529,0.17,0.207,24,0.6092,1337.31,1625.27,1.2153,0.1321,0.3962,0.4093,8.4364,personal_comportamiento_empresarial_latente
PER_00941,personal,0.117969,False,,No seleccionado,45,15,31847.46,34705.74,620.73,556.69,51,6,4,3,0.081,0.869,0.183,0.076,0.084,0.364,51,3.0,624.46,680.5,1.0897,0.1556,1.2667,0.1133,6.5162,personal_tradicional
PER_02280,personal,0.552266,False,,No seleccionado,67,103,40513.11,55030.9,621.6,544.35,44,8,5,4,0.43,0.527,0.632,0.008,0.408,0.251,39,0.6505,1038.8,1411.05,1.3583,0.1343,0.7761,0.3567,8.8396,personal_tradicional
PER_00612,personal,0.377725,False,,No seleccionado,44,24,25556.86,27321.35,551.33,493.74,33,13,2,2,0.299,0.642,0.469,0.549,0.101,0.509,80,1.8333,319.46,341.52,1.069,0.0909,1.0455,0.439,6.9632,personal_tradicional
PER_01870,personal,0.463322,False,,No seleccionado,56,45,50160.0,62950.41,1019.87,902.79,23,6,5,4,0.123,0.867,0.308,0.412,0.242,0.084,16,1.2444,3135.0,3934.4,1.255,0.1607,0.5179,0.281,7.8324,personal_tradicional
PEL_00131,personal,0.591418,False,,No seleccionado,116,98,163120.19,179831.08,1281.25,1017.84,30,3,12,7,0.212,0.714,0.278,0.357,0.136,0.275,31,1.1837,5261.94,5801.0,1.1024,0.1638,0.2845,0.2823,9.3386,personal_comportamiento_empresarial_latente
PER_01612,personal,0.552464,False,,No seleccionado,95,164,77221.61,119975.92,824.39,660.93,45,9,5,3,0.318,0.66,0.122,0.163,0.053,0.198,32,0.5793,2413.18,3749.25,1.5537,0.0842,0.5684,0.201,9.6538,personal_tradicional
PER_02752,personal,0.252697,False,,No seleccionado,37,82,27894.04,45891.12,676.69,564.54,63,13,5,2,0.4,0.577,0.063,0.004,0.033,0.092,31,0.4512,899.81,1480.36,1.6452,0.1892,2.0541,0.1557,8.018,personal_tradicional
PER_00757,personal,0.519811,False,,No seleccionado,47,69,69567.39,114203.31,1720.22,1480.31,25,5,2,3,0.53,0.401,0.253,0.122,0.176,0.523,73,0.6812,952.98,1564.43,1.6416,0.1064,0.6383,0.3017,8.0846,personal_tradicional
PER_02633,personal,0.345301,False,,No seleccionado,93,83,38372.91,58758.9,421.81,288.67,38,4,4,2,0.262,0.707,0.085,0.4,0.222,0.202,14,1.1205,2740.92,4197.06,1.5313,0.0645,0.4516,0.249,8.9516,personal_tradicional
PER_00582,personal,0.414872,False,,No seleccionado,69,71,40909.82,56154.76,680.49,551.11,14,10,5,4,0.28,0.688,0.157,0.199,0.237,0.078,3,0.9718,13636.61,18718.25,1.3726,0.1304,0.3478,0.212,8.497,personal_tradicional
PER_01942,personal,0.71704,True,2.0,Profesionista independiente,60,122,67630.59,84786.96,1319.32,1059.17,55,10,2,4,0.677,0.322,0.632,0.188,0.356,0.163,21,0.4918,3220.5,4037.47,1.2537,0.1,1.0833,0.499,8.8985,personal_tradicional
PER_01654,personal,0.307995,False,,No seleccionado,75,118,31169.68,47813.05,377.64,293.95,9,9,9,2,0.238,0.756,0.291,0.035,0.17,0.288,50,0.6356,623.39,956.26,1.534,0.1467,0.24,0.188,9.0883,personal_tradicional
PER_00977,personal,0.503108,False,,No seleccionado,72,130,20344.9,32956.73,277.17,218.03,40,11,3,4,0.491,0.474,0.243,0.097,0.15,0.572,25,0.5538,813.8,1318.27,1.6199,0.0972,0.7083,0.277,9.1443,personal_tradicional
PER_00074,personal,0.308424,False,,No seleccionado,49,87,12706.11,20104.14,307.12,240.26,43,7,6,1,0.499,0.489,0.169,0.037,0.24,0.314,57,0.5632,222.91,352.7,1.5822,0.1429,1.0204,0.235,8.358,personal_tradicional
PER_00049,personal,0.529191,False,,No seleccionado,115,108,89330.5,147554.09,904.79,731.77,33,9,10,8,0.217,0.728,0.323,0.245,0.238,0.381,72,1.0648,1240.7,2049.36,1.6518,0.1565,0.3652,0.2617,9.4271,personal_tradicional
PEL_00152,personal,0.326388,False,,No seleccionado,58,104,78404.52,126012.72,1331.82,1133.09,27,10,7,3,0.109,0.822,0.203,0.152,0.058,0.53,24,0.5577,3266.86,5250.53,1.6072,0.1724,0.6379,0.1547,8.705,personal_comportamiento_empresarial_latente
PEL_00259,personal,0.209455,False,,No seleccionado,26,137,20147.98,33506.47,794.76,596.63,17,8,3,2,0.104,0.82,0.161,0.271,0.45,0.048,69,0.1898,292.0,485.6,1.663,0.1923,0.9615,0.1787,8.1784,personal_comportamiento_empresarial_latente
PEL_00181,personal,0.436241,False,,No seleccionado,38,125,14857.83,17743.15,426.53,351.04,20,9,5,2,0.293,0.652,0.597,0.374,0.197,0.351,56,0.304,265.32,316.84,1.1942,0.1842,0.7632,0.4213,8.4661,personal_comportamiento_empresarial_latente
PEL_00043,personal,0.250677,False,,No seleccionado,32,54,20833.55,34415.62,653.17,474.28,19,9,2,1,0.152,0.824,0.134,0.242,0.293,0.252,45,0.5926,462.97,764.79,1.6519,0.0938,0.875,0.176,7.4553,personal_comportamiento_empresarial_latente
PER_01950,personal,0.379664,False,,No seleccionado,140,63,81495.73,105222.57,685.53,473.09,16,7,9,11,0.513,0.445,0.157,0.047,0.107,0.085,3,2.2222,27165.24,35074.19,1.2911,0.1429,0.1643,0.239,9.0849,personal_tradicional
PER_02938,personal,0.392932,False,,No seleccionado,36,125,14528.17,24252.38,410.61,300.96,48,6,1,3,0.44,0.481,0.397,0.324,0.078,0.218,54,0.288,269.04,449.12,1.6693,0.1111,1.5,0.387,8.4121,personal_tradicional
PER_01165,personal,0.438201,False,,No seleccionado,90,109,68769.04,101923.41,693.18,500.75,47,8,6,6,0.138,0.79,0.582,0.316,0.128,0.086,53,0.8257,1297.53,1923.08,1.4821,0.1333,0.6111,0.3453,9.1913,personal_tradicional
PER_02686,personal,0.184504,False,,No seleccionado,82,19,25773.39,31848.57,366.67,292.83,55,7,3,6,0.211,0.754,0.127,0.422,0.24,0.046,83,4.3158,310.52,383.72,1.2357,0.1098,0.7561,0.2533,7.3518,personal_tradicional
PER_01996,personal,0.357019,False,,No seleccionado,117,86,51097.32,55377.46,388.58,301.92,67,5,4,5,0.177,0.806,0.169,0.275,0.222,0.292,26,1.3605,1965.28,2129.9,1.0838,0.0769,0.6154,0.207,9.2166,personal_tradicional
PER_02324,personal,0.459787,False,,No seleccionado,103,176,67239.09,77472.3,692.45,594.4,31,8,8,3,0.239,0.721,0.232,0.045,0.102,0.066,45,0.5852,1494.2,1721.61,1.1522,0.1068,0.3786,0.172,9.8053,personal_tradicional
PER_01481,personal,0.555542,False,,No seleccionado,138,57,76210.67,90558.68,543.01,476.3,20,11,3,9,0.291,0.666,0.306,0.405,0.222,0.106,39,2.4211,1954.12,2322.02,1.1883,0.087,0.2246,0.334,8.9704,personal_tradicional
PER_01495,personal,0.625754,False,,No seleccionado,123,71,75368.03,81161.8,675.04,550.16,32,13,7,7,0.543,0.439,0.289,0.021,0.087,0.182,11,1.7324,6851.64,7378.35,1.0769,0.1138,0.3659,0.2843,9.075,personal_tradicional
PER_01007,personal,0.401456,False,,No seleccionado,60,113,96911.13,128584.45,1453.59,1284.58,60,3,6,4,0.3,0.691,0.158,0.078,0.45,0.053,47,0.531,2061.94,2735.84,1.3268,0.1667,1.05,0.1787,8.8219,personal_tradicional
PER_00573,personal,0.552783,False,,No seleccionado,56,113,33807.47,56216.57,714.4,516.45,37,10,7,4,0.372,0.594,0.495,0.303,0.303,0.181,3,0.4956,11269.16,18738.86,1.6628,0.1964,0.8393,0.39,8.7529,personal_tradicional
PER_02000,personal,0.109573,False,,No seleccionado,32,78,22087.88,31310.65,730.34,608.19,29,7,1,1,0.16,0.785,0.102,0.03,0.049,0.203,14,0.4103,1577.71,2236.48,1.4175,0.0625,1.125,0.0973,7.8228,personal_tradicional
PER_02803,personal,0.42126,False,,No seleccionado,48,76,23727.39,27429.88,442.78,379.28,50,11,2,1,0.363,0.613,0.301,0.2,0.062,0.394,61,0.6316,388.97,449.67,1.156,0.0625,1.2708,0.288,8.2022,personal_tradicional
PER_01117,personal,0.49606,False,,No seleccionado,112,80,35522.42,39320.87,380.38,268.22,37,5,14,2,0.299,0.642,0.356,0.16,0.256,0.431,54,1.4,657.82,728.16,1.1069,0.1429,0.375,0.2717,9.1006,personal_tradicional
PER_01033,personal,0.62373,False,,No seleccionado,134,48,69482.32,80840.45,520.29,448.43,19,13,4,2,0.482,0.511,0.462,0.484,0.448,0.039,25,2.7917,2779.29,3233.62,1.1635,0.0448,0.2388,0.476,8.7692,personal_tradicional
PER_02141,personal,0.335735,False,,No seleccionado,64,114,70596.14,108758.53,997.91,848.51,51,8,6,3,0.063,0.914,0.236,0.194,0.105,0.393,34,0.5614,2076.36,3198.78,1.5406,0.1406,0.9219,0.1643,8.8952,personal_tradicional
PER_02234,personal,0.306282,False,,No seleccionado,17,68,7036.86,8177.8,433.36,301.95,60,7,1,1,0.565,0.406,0.186,0.091,0.119,0.074,47,0.25,149.72,174.0,1.1621,0.1176,3.9412,0.2807,7.0536,personal_tradicional
PER_00949,personal,0.421611,False,,No seleccionado,125,93,130356.48,210910.75,1075.54,844.04,43,6,16,5,0.331,0.629,0.053,0.078,0.287,0.321,10,1.3441,13035.65,21091.08,1.618,0.168,0.392,0.154,9.361,personal_tradicional
PER_02459,personal,0.57292,False,,No seleccionado,125,61,103960.29,135366.53,807.07,549.05,46,10,8,9,0.351,0.609,0.029,0.513,0.158,0.32,46,2.0492,2260.01,2942.75,1.3021,0.136,0.448,0.2977,8.9393,personal_tradicional
PER_01733,personal,0.567028,False,,No seleccionado,160,96,183062.38,243039.9,973.14,745.92,37,8,6,11,0.067,0.874,0.159,0.28,0.45,0.407,61,1.6667,3001.02,3984.26,1.3276,0.1062,0.2812,0.1687,9.6396,personal_tradicional
PEL_00315,personal,0.304711,False,,No seleccionado,31,105,11797.28,14207.18,418.97,371.35,40,5,2,2,0.557,0.363,0.325,0.04,0.263,0.335,8,0.2952,1474.66,1775.9,1.2043,0.129,1.4516,0.3073,8.0883,personal_comportamiento_empresarial_latente
PEL_00251,personal,0.39332,False,,No seleccionado,55,94,30763.63,40532.14,603.6,504.46,37,6,5,2,0.143,0.795,0.382,0.379,0.039,0.168,87,0.5851,353.6,465.89,1.3175,0.1273,0.7818,0.3013,8.5508,personal_comportamiento_empresarial_latente
PER_02679,personal,0.660445,True,3.0,Negocio digital,165,107,72469.32,109649.96,434.84,370.54,70,5,4,9,0.606,0.366,0.581,0.427,0.045,0.02,46,1.5421,1575.42,2383.69,1.5131,0.0788,0.4545,0.538,9.7788,personal_tradicional
PER_03036,personal,0.62525,False,,No seleccionado,140,96,53332.35,70512.8,426.27,304.3,42,10,12,4,0.404,0.516,0.231,0.523,0.275,0.046,73,1.4583,730.58,965.93,1.3221,0.1143,0.3714,0.386,9.5061,personal_tradicional
PEL_00151,personal,0.161421,False,,No seleccionado,23,34,17222.21,19202.52,867.72,770.24,37,6,3,0,0.13,0.857,0.069,0.158,0.214,0.29,46,0.6765,374.4,417.45,1.115,0.1304,1.8696,0.119,6.6631,personal_comportamiento_empresarial_latente
PER_00260,personal,0.535162,False,,No seleccionado,123,59,31725.24,46156.15,296.2,215.42,38,12,4,6,0.475,0.485,0.036,0.247,0.15,0.161,62,2.0847,511.7,744.45,1.4549,0.0813,0.4065,0.2527,8.8899,personal_tradicional
PEL_00353,personal,0.635473,True,3.0,Negocio digital,74,97,20689.88,26039.35,241.24,164.49,14,12,3,4,0.441,0.53,0.214,0.162,0.41,0.335,23,0.7629,899.56,1132.15,1.2586,0.0946,0.3514,0.2723,8.8789,personal_comportamiento_empresarial_latente
PER_01743,personal,0.208348,False,,No seleccionado,46,73,36610.57,59492.97,695.51,630.7,43,9,3,2,0.099,0.835,0.337,0.191,0.066,0.636,26,0.6301,1408.1,2288.19,1.625,0.1087,1.1304,0.209,8.1194,personal_tradicional
PEL_00080,personal,0.45632,False,,No seleccionado,68,149,65238.34,103352.46,1072.45,812.11,56,8,3,3,0.272,0.7,0.242,0.143,0.211,0.096,31,0.4564,2104.46,3333.95,1.5842,0.0882,0.9412,0.219,9.2236,personal_comportamiento_empresarial_latente
PER_02528,personal,0.45597,False,,No seleccionado,68,99,82065.02,97188.43,1197.75,1097.85,24,6,6,1,0.368,0.6,0.169,0.066,0.199,0.101,14,0.6869,5861.79,6942.03,1.1843,0.1029,0.4412,0.201,8.8148,personal_tradicional
PER_01469,personal,0.529294,False,,No seleccionado,61,130,35407.09,38765.53,695.99,527.35,37,6,7,2,0.358,0.61,0.487,0.415,0.201,0.23,44,0.4692,804.71,881.03,1.0949,0.1475,0.7049,0.42,8.9785,personal_tradicional
PER_00765,personal,0.59849,False,,No seleccionado,92,90,66250.11,79757.18,734.02,594.9,21,10,10,7,0.378,0.593,0.17,0.227,0.064,0.169,19,1.0222,3486.85,4197.75,1.2039,0.1848,0.337,0.2583,9.0217,personal_tradicional
PER_02793,personal,0.553956,False,,No seleccionado,75,88,53056.29,66819.96,688.9,480.36,28,6,9,2,0.221,0.748,0.271,0.372,0.437,0.372,33,0.8523,1607.77,2024.85,1.2594,0.1467,0.4533,0.288,8.795,personal_tradicional
PER_01879,personal,0.282446,False,,No seleccionado,61,33,29432.51,30955.75,486.35,419.26,38,5,6,4,0.207,0.777,0.173,0.173,0.08,0.125,53,1.8485,555.33,584.07,1.0518,0.1639,0.7049,0.1843,7.6079,personal_tradicional
PER_02693,personal,0.405286,False,,No seleccionado,41,68,51258.44,55409.08,1427.71,1189.74,42,7,4,1,0.464,0.524,0.121,0.278,0.332,0.452,4,0.6029,12814.61,13852.27,1.081,0.122,1.1951,0.2877,7.9334,personal_tradicional
PEL_00099,personal,0.569574,False,,No seleccionado,91,119,50039.69,76940.2,579.75,404.13,32,10,6,3,0.404,0.562,0.368,0.25,0.196,0.021,46,0.7647,1087.82,1672.61,1.5376,0.0989,0.4615,0.3407,9.2901,personal_comportamiento_empresarial_latente
PER_01310,personal,0.397023,False,,No seleccionado,47,136,26113.85,26662.26,505.15,451.36,48,6,1,2,0.377,0.591,0.26,0.405,0.072,0.119,78,0.3456,334.79,341.82,1.021,0.0638,1.1489,0.3473,8.763,personal_tradicional
PER_02346,personal,0.795834,True,3.0,Negocio digital,109,53,93367.18,95761.81,752.81,580.4,22,14,11,7,0.567,0.4,0.576,0.232,0.45,0.38,42,2.0566,2223.03,2280.04,1.0256,0.1651,0.3303,0.4583,8.6618,personal_tradicional
PER_00812,personal,0.389062,False,,No seleccionado,50,94,45944.82,51561.02,880.6,758.55,17,9,5,3,0.233,0.693,0.314,0.087,0.225,0.095,79,0.5319,581.58,652.67,1.1222,0.16,0.52,0.2113,8.4555,personal_tradicional
PER_01038,personal,0.275487,False,,No seleccionado,33,105,16835.88,23690.53,435.4,311.23,28,5,2,1,0.257,0.732,0.275,0.182,0.439,0.203,74,0.3143,227.51,320.14,1.4071,0.0909,1.0,0.238,8.1508,personal_tradicional
PER_02853,personal,0.413617,False,,No seleccionado,25,135,19901.98,22887.09,883.18,638.24,45,8,1,1,0.34,0.65,0.259,0.255,0.294,0.46,53,0.1852,375.51,431.83,1.15,0.08,2.12,0.2847,8.1244,personal_tradicional
PER_01133,personal,0.424757,False,,No seleccionado,46,88,26199.63,30358.09,492.16,400.07,24,9,3,3,0.304,0.647,0.317,0.46,0.145,0.273,25,0.5227,1047.99,1214.32,1.1587,0.1304,0.7174,0.3603,8.3062,personal_tradicional
PER_02759,personal,0.281434,False,,No seleccionado,64,120,52003.24,55431.38,967.39,808.57,46,7,5,3,0.043,0.92,0.138,0.274,0.221,0.121,45,0.5333,1155.63,1231.81,1.0659,0.125,0.8281,0.1517,8.9465,personal_tradicional
PER_01660,personal,0.438596,False,,No seleccionado,29,17,30062.95,36823.49,892.59,649.52,5,6,2,2,0.262,0.659,0.261,0.075,0.113,0.242,49,1.7059,613.53,751.5,1.2249,0.1379,0.3793,0.1993,6.2025,personal_tradicional
PER_02085,personal,0.530144,False,,No seleccionado,124,122,153214.28,251029.83,1462.4,1242.51,48,9,4,8,0.289,0.706,0.082,0.179,0.131,0.165,27,1.0164,5674.6,9297.4,1.6384,0.0968,0.4597,0.1833,9.6244,personal_tradicional
PER_02998,personal,0.698854,True,3.0,Negocio digital,74,132,42707.11,50767.7,651.64,520.7,27,9,9,4,0.549,0.416,0.252,0.228,0.306,0.481,31,0.5606,1377.65,1637.67,1.1887,0.1757,0.4865,0.343,9.187,personal_tradicional
PER_01453,personal,0.426613,False,,No seleccionado,80,94,23156.27,23876.05,322.5,285.78,33,5,4,6,0.272,0.67,0.216,0.332,0.121,0.366,60,0.8511,385.94,397.93,1.0311,0.125,0.475,0.2733,8.9255,personal_tradicional
PER_02098,personal,0.405389,False,,No seleccionado,53,85,119424.93,133552.23,1934.05,1667.88,20,6,5,2,0.239,0.684,0.187,0.301,0.098,0.516,12,0.6235,9952.08,11129.35,1.1183,0.1321,0.4906,0.2423,8.4132,personal_tradicional
PER_02258,personal,0.254334,False,,No seleccionado,46,112,21224.16,24988.44,444.84,326.76,29,9,1,1,0.278,0.696,0.057,0.111,0.432,0.187,3,0.4107,7074.72,8329.48,1.1774,0.0435,0.8261,0.1487,8.5473,personal_tradicional
PER_02666,personal,0.593784,False,,No seleccionado,68,118,85383.72,111651.03,1065.27,781.37,34,7,4,2,0.363,0.568,0.147,0.115,0.447,0.162,52,0.5763,1641.99,2147.14,1.3076,0.0882,0.6029,0.2083,8.9903,personal_tradicional
PEL_00372,personal,0.250732,False,,No seleccionado,102,110,55688.69,92084.63,663.24,489.49,35,7,5,7,0.246,0.732,0.133,0.091,0.055,0.036,9,0.9273,6187.63,10231.63,1.6536,0.1176,0.4118,0.1567,9.3255,personal_comportamiento_empresarial_latente
PER_00109,personal,0.48276,False,,No seleccionado,95,141,88404.85,131402.38,1122.8,867.38,16,6,9,5,0.209,0.784,0.328,0.079,0.192,0.39,70,0.6738,1262.93,1877.18,1.4864,0.1474,0.2316,0.2053,9.5027,personal_tradicional
PER_02634,personal,0.145114,False,,No seleccionado,15,64,8902.77,13667.28,560.34,407.47,53,11,2,1,0.139,0.848,0.253,0.042,0.11,0.25,24,0.2344,370.95,569.47,1.5352,0.2,4.2667,0.1447,6.868,personal_tradicional
PER_02554,personal,0.425815,False,,No seleccionado,77,116,88089.93,140465.09,1232.49,1040.34,12,3,8,5,0.369,0.558,0.072,0.111,0.068,0.257,10,0.6638,8808.99,14046.51,1.5946,0.1688,0.1948,0.184,9.0975,personal_tradicional
PER_02811,personal,0.406594,False,,No seleccionado,79,146,36480.81,52178.81,480.88,386.38,18,7,2,5,0.278,0.687,0.103,0.214,0.383,0.184,27,0.5411,1351.14,1932.55,1.4303,0.0886,0.3165,0.1983,9.3531,personal_tradicional
PER_00319,personal,0.492277,False,,No seleccionado,100,95,134226.59,199148.01,1171.9,863.79,8,5,9,5,0.093,0.844,0.545,0.193,0.121,0.221,53,1.0526,2532.58,3757.51,1.4837,0.14,0.13,0.277,9.1592,personal_tradicional
